# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
6.1             	p               	3.95133072e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94549077e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.12            	p               	3.91022534e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94480280e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.14            	p               	3.92860270e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94791219e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.16            	p               	3.95612150e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94899213e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.18            	p               	3.91244359e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94560323e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.2             	p               	4.00225364e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94560494e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.22            	p               	3.91886276e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94445285e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.24            	p               	4.00077836e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94696927e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.26            	p               	3.91907153e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94924895e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.28            	p               	3.97971235e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94665679e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.3             	p               	3.90712063e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94534805e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.32            	p               	3.98206689e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94502302e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.34            	p               	3.90923270e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94570749e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.36            	p               	4.00521423e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94858269e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.38            	p               	3.90864639e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94810159e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.4             	p               	3.98525616e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94526949e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.42            	p               	3.92073133e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94557134e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.44            	p               	3.94294574e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94461977e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.46            	p               	3.91658530e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94771125e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.48            	p               	3.92969454e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94915496e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.5             	p               	3.96620823e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94578723e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.52            	p               	3.91223582e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94555934e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.54            	p               	3.93567842e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94452993e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.56            	p               	3.94600180e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94670551e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.58            	p               	3.91442082e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94915167e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.6             	p               	4.01306739e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94697872e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.62            	p               	3.90755099e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94529473e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.64            	p               	3.96349239e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94518688e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.66            	p               	3.90110630e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94540410e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.68            	p               	3.93331786e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94838042e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.7             	p               	3.99263531e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94841319e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.72            	p               	3.91752617e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94532658e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.74            	p               	3.96561443e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94561801e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.76            	p               	3.90466975e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94449601e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.78            	p               	3.94465426e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94750451e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.8             	p               	3.92105454e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94925636e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.82            	p               	3.93352411e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94600950e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.84            	p               	3.93619570e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94549966e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.86            	p               	3.93682726e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94465100e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.88            	p               	3.93335189e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94642023e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.9             	p               	3.94037308e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94901101e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.92            	p               	3.92154260e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94731599e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.94            	p               	3.92829271e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94525821e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.96            	p               	3.92922487e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94533473e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.98            	p               	3.92145050e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94512153e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7               	p               	3.95303274e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94817757e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.02            	p               	3.91639962e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94869212e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.04            	p               	3.98523095e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94542013e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.06            	p               	3.92472188e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94563107e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.08            	p               	3.94416978e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94443611e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.1             	p               	3.91195574e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94728621e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.12            	p               	3.92060493e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94929374e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.14            	p               	3.98520973e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94626745e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.16            	p               	3.90914683e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94543340e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.18            	p               	3.96333180e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94480228e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.2             	p               	3.90411984e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94611817e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.22            	p               	3.93974214e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94883917e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.24            	p               	3.98721158e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94765836e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.26            	p               	3.91666802e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94524438e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.28            	p               	3.96564676e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94545752e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.3             	p               	3.90126125e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94487357e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.32            	p               	3.93128200e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94797692e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.34            	p               	3.94436199e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94892704e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.36            	p               	3.92361129e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94555206e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.38            	p               	3.96027002e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94561520e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.4             	p               	3.90836644e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94443901e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.42            	p               	3.93176475e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94705055e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.44            	p               	3.95385147e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94926908e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.46            	p               	3.91660878e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94655706e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.48            	p               	3.97109474e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94536781e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.5             	p               	3.90745634e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94496789e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.52            	p               	3.93828636e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94580872e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.54            	p               	3.92558684e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94864729e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.56            	p               	3.91457917e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94799513e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.58            	p               	3.99558721e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94525826e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.6             	p               	3.90886223e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94554921e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.62            	p               	3.97465827e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94467281e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.64            	p               	3.90419442e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94777691e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.66            	p               	3.93594488e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94910869e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.68            	p               	3.93887265e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94572315e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.7             	p               	3.90955578e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94557609e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.72            	p               	4.01290460e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94449954e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.74            	p               	3.91103053e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94679349e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.76            	p               	3.98860476e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94918855e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.78            	p               	3.91460182e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94687216e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.8             	p               	3.95012089e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94531045e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.82            	p               	3.91326971e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94513448e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.84            	p               	3.93062423e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94550153e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.86            	p               	3.93917479e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94844617e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.88            	p               	3.91708926e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94831498e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.9             	p               	3.98604488e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94530418e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.92            	p               	3.90963298e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94560625e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.94            	p               	3.99999267e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94452951e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.96            	p               	3.92141496e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94757293e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
7.98            	p               	3.97112385e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94923021e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8               	p               	3.90987279e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94593304e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.02            	p               	3.93723347e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94552023e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.04            	p               	3.93065522e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94460761e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.06            	p               	3.92613205e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94651515e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.08            	p               	3.96659632e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94906106e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.1             	p               	3.91738707e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94720497e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.12            	p               	3.99816595e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94526791e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.14            	p               	3.91545447e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94528922e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.16            	p               	4.00846107e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94521012e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.18            	p               	3.91449991e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94824354e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.2             	p               	4.01008087e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94860563e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.22            	p               	3.90734558e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94538552e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.24            	p               	3.99673379e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94563010e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.26            	p               	3.91864583e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94444862e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.28            	p               	3.98026891e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94735902e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.3             	p               	3.91664467e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94928843e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.32            	p               	3.95133803e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94617981e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.34            	p               	3.90895229e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94545516e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.36            	p               	3.92837541e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94475028e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.38            	p               	3.94150010e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94621844e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.4             	p               	3.91797585e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94889771e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.42            	p               	3.99761664e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94754679e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.44            	p               	3.90876357e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94524608e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.46            	p               	3.98799649e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94542078e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.48            	p               	3.92909647e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94494967e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.5             	p               	3.95622386e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94804229e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.52            	p               	3.91073908e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94885584e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.54            	p               	3.92632126e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94550468e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.56            	p               	3.95244335e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94562355e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.58            	p               	3.91786598e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94443150e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.6             	p               	4.00241803e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94712920e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.62            	p               	3.92095401e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94928389e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.64            	p               	3.96901149e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94645953e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.66            	p               	3.90944425e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94538863e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.68            	p               	3.93681182e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94491323e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.7             	p               	3.93313587e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94590978e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.72            	p               	3.92328718e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94871113e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.74            	p               	3.99755104e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94788686e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.76            	p               	3.91327961e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94525042e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.78            	p               	3.97731202e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94552284e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.8             	p               	3.92206630e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94473246e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.82            	p               	3.94609719e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94784218e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.84            	p               	3.92082537e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94905579e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.86            	p               	3.92173848e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94566315e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.88            	p               	3.98994889e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94559102e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.9             	p               	3.92035845e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94447408e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.92            	p               	3.97554562e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94687957e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.94            	p               	3.91351820e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94922054e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.96            	p               	3.94169299e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94676709e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
8.98            	p               	3.91614533e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94532792e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9               	p               	3.91932295e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94508174e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.02            	p               	3.97594410e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94559951e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.04            	p               	3.91501857e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94851236e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.06            	p               	4.00012568e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94821368e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.08            	p               	3.91787446e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94528552e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.1             	p               	3.95802944e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94559161e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.12            	p               	3.91093672e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94456933e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.14            	p               	3.93306359e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94763978e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.16            	p               	3.93972710e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94919769e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.18            	p               	3.91315616e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94586083e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.2             	p               	4.00155788e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94553966e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
