# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
2.98            	p               	3.91324894e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94550139e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3               	p               	3.97622102e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94464746e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.02            	p               	3.91826079e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94642777e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.04            	p               	3.94888691e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94901536e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.06            	p               	3.91601248e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94730695e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.08            	p               	3.92252682e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94525893e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.1             	p               	3.95798565e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94533149e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.12            	p               	3.91836313e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94512816e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.14            	p               	3.99171444e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94818297e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.16            	p               	3.91546536e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94868540e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.18            	p               	3.99915275e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94541721e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.2             	p               	3.91167208e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94563105e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.22            	p               	4.00071152e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94443687e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.24            	p               	3.91318519e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94729210e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.26            	p               	3.99779487e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94929347e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.28            	p               	3.90567875e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94626043e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.3             	p               	4.01354919e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94543502e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.32            	p               	3.90933498e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94479765e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.34            	p               	4.00369933e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94612679e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.36            	p               	3.91765102e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94884368e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.38            	p               	3.97631983e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94764941e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.4             	p               	3.91079431e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94524441e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.42            	p               	3.94337161e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94545471e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.44            	p               	3.92022301e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94487947e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.46            	p               	3.92628125e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94798230e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.48            	p               	3.96031877e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94892146e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.5             	p               	3.91210108e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94554802e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.52            	p               	3.99990587e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94561622e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.54            	p               	3.92010940e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94443832e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.56            	p               	3.97198865e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94705660e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.58            	p               	3.91310042e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94927074e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.6             	p               	3.93860752e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94654911e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.62            	p               	3.92446045e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94536947e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.64            	p               	3.91970112e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94496360e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.66            	p               	3.99596070e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94581667e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.68            	p               	3.91770585e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94865231e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.7             	p               	3.98328111e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94798670e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.72            	p               	3.91505010e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94525752e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.74            	p               	3.94176471e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94554691e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.76            	p               	3.92192377e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94467760e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.78            	p               	3.92430817e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94778209e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.8             	p               	3.99230618e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94910460e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.82            	p               	3.91579477e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94571824e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.84            	p               	3.97137578e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94557728e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.86            	p               	3.92351044e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94449724e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.88            	p               	3.94370927e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94680065e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.9             	p               	3.95160204e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94919134e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.92            	p               	3.94165760e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94686350e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.94            	p               	3.95428859e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94531187e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.96            	p               	3.94572282e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94513086e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
3.98            	p               	3.94179338e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94550865e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4               	p               	3.96046751e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94845177e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.02            	p               	3.94486829e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94830702e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.04            	p               	3.94150144e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94530255e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.06            	p               	3.92000907e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94560543e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.08            	p               	3.92605334e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94453232e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.1             	p               	3.99346214e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94757808e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.12            	p               	3.92197758e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94922798e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.14            	p               	3.96249255e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94592730e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.16            	p               	3.90020360e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94552174e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.18            	p               	3.93044620e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94460428e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.2             	p               	3.94469121e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94652263e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.22            	p               	3.91780592e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94906456e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.24            	p               	4.00090323e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94719650e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.26            	p               	3.91597222e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94526872e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.28            	p               	3.95561111e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94528528e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.3             	p               	3.90560015e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94521747e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.32            	p               	3.92737224e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94824859e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.34            	p               	3.97074958e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94859867e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.36            	p               	3.91209582e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94538298e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.38            	p               	3.97774525e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94563018e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.4             	p               	3.91087067e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94444980e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.42            	p               	3.94058150e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94736439e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.44            	p               	3.91836709e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94928795e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.46            	p               	3.91538760e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94617314e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.48            	p               	3.98846556e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94545694e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.5             	p               	3.90862772e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94474677e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.52            	p               	4.01051577e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94622547e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.54            	p               	3.91401532e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94890222e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.56            	p               	4.00284577e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94753843e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.58            	p               	3.91257151e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94524632e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.6             	p               	3.99673852e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94541783e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.62            	p               	3.92041486e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94495566e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.64            	p               	3.99950665e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94804700e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.66            	p               	3.92042792e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94885036e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.68            	p               	3.99940048e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94550139e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.7             	p               	3.91611821e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94562380e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.72            	p               	4.00813836e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94443112e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.74            	p               	3.91479165e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94713526e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.76            	p               	4.00830546e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94928453e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.78            	p               	3.90547753e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94645239e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.8             	p               	4.01183336e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94539024e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.82            	p               	3.90918533e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94490929e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.84            	p               	3.99954957e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94591711e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.86            	p               	3.91998421e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94871601e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.88            	p               	3.97012332e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94787868e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.9             	p               	3.90663002e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94524998e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.92            	p               	3.93672572e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94552107e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.94            	p               	3.92677257e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94473686e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.96            	p               	3.92216179e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94784702e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
4.98            	p               	3.98208644e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94905173e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5               	p               	3.91265612e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94565888e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.02            	p               	3.98539501e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94559198e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.04            	p               	3.93276975e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94447234e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.06            	p               	3.95692886e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94688595e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.08            	p               	3.92663116e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94922251e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.1             	p               	3.93923937e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94675954e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.12            	p               	3.95371330e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94532915e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.14            	p               	3.93400280e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94507704e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.16            	p               	3.97329774e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94560778e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.18            	p               	3.93107949e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94851699e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.2             	p               	3.95771989e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94820587e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.22            	p               	3.92390660e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94528425e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.24            	p               	3.97719255e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94559019e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.26            	p               	3.92087019e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94457271e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.28            	p               	3.98612628e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94764502e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.3             	p               	3.92816632e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94919485e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.32            	p               	3.95434096e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94585533e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.34            	p               	3.90535439e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94554127e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.36            	p               	3.92791585e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94456533e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.38            	p               	3.94665661e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94661457e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.4             	p               	3.91734037e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94911035e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.42            	p               	4.00639025e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94708718e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.44            	p               	3.91201393e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94528069e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.46            	p               	3.96840146e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94523707e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.48            	p               	3.90933017e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94530942e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.5             	p               	3.93925516e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94831415e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.52            	p               	3.92755362e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94850810e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.54            	p               	3.91908290e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94535290e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.56            	p               	3.97901293e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94562541e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.58            	p               	3.92722957e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94446958e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.6             	p               	3.97595710e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94743532e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.62            	p               	3.92807798e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94927532e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.64            	p               	3.94809786e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94608958e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.66            	p               	3.92799299e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94547844e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.68            	p               	3.93555103e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94469732e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.7             	p               	3.93181773e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94632398e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.72            	p               	3.93382029e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94895814e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.74            	p               	3.93398667e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94742685e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.76            	p               	3.93235757e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94525101e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.78            	p               	3.93540279e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94537810e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.8             	p               	3.93624867e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94503618e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.82            	p               	3.94222891e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94811244e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.84            	p               	3.92592190e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94877369e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.86            	p               	3.92921849e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94545863e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.88            	p               	3.93071513e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94562895e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.9             	p               	3.93336085e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94443035e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.92            	p               	3.95576633e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94721171e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.94            	p               	3.94021025e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94929236e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.96            	p               	3.93778299e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94635835e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
5.98            	p               	3.92578913e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94541157e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6               	p               	3.91412397e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94485482e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.02            	p               	3.99141564e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94601855e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.04            	p               	3.91214405e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94877822e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.06            	p               	3.99645534e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94776888e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
6.08            	p               	3.92048762e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94524562e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
