# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
6.3             	p               	3.89930595e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94853456e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.32            	p               	3.89912931e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94413460e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.34            	p               	3.89711042e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94642010e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.36            	p               	3.96164416e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94538415e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.38            	p               	3.97780988e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94243013e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.4             	p               	3.93983591e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94826083e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.42            	p               	3.90960557e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94409896e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.44            	p               	3.90045166e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94776478e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.46            	p               	3.90470212e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94455455e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.48            	p               	3.88937942e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94295901e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.5             	p               	3.93979564e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94753590e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.52            	p               	3.98229908e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94368314e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.54            	p               	3.94113505e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94839749e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.56            	p               	3.90927080e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94416814e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.58            	p               	3.89616173e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94455790e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.6             	p               	3.89714145e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94647504e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.62            	p               	3.89065902e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94291772e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.64            	p               	3.91475383e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94853420e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.66            	p               	3.96393782e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94413460e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.68            	p               	3.94344515e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94643474e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.7             	p               	3.93258535e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94537592e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.72            	p               	3.90447420e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94242964e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.74            	p               	3.89394955e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94825675e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.76            	p               	3.89505370e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94409804e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.78            	p               	3.92813288e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94777209e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.8             	p               	3.95056695e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94454954e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.82            	p               	3.95901763e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94296882e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.84            	p               	3.95350837e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94752822e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.86            	p               	3.96086474e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94367787e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.88            	p               	3.99377427e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94840063e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.9             	p               	3.99302667e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94416689e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.92            	p               	3.96037771e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94457218e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.94            	p               	3.92736894e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94646616e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.96            	p               	3.90425202e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94291098e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.98            	p               	3.89776426e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94853312e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7               	p               	3.90216553e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413493e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.02            	p               	3.88941761e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94644851e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.04            	p               	3.92562510e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94536752e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.06            	p               	3.99504607e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94242936e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.08            	p               	3.95955925e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94825316e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.1             	p               	3.91855337e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94409598e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.12            	p               	3.90339279e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94777998e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.14            	p               	3.89503949e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94454476e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.16            	p               	3.89667074e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94297813e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.18            	p               	3.92702485e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94752051e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.2             	p               	3.98539072e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94367333e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.22            	p               	3.96085725e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94840345e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.24            	p               	3.92379000e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94416545e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.26            	p               	3.90517940e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94458839e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.28            	p               	3.89644937e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94645713e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.3             	p               	3.90249643e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94290462e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.32            	p               	3.89277019e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94853273e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.34            	p               	3.95141033e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94413540e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.36            	p               	3.98540559e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94646175e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.38            	p               	3.94477382e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94535942e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.4             	p               	3.91414307e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94242884e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.42            	p               	3.90116084e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94824875e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.44            	p               	3.89798276e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94409423e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.46            	p               	3.89069138e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94778804e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.48            	p               	3.91026500e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94453963e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.5             	p               	3.98942449e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94298754e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.52            	p               	3.97328647e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94751280e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.54            	p               	3.93381279e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94366783e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.56            	p               	3.91170941e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94840605e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.58            	p               	3.89693112e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94416414e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.6             	p               	3.90492704e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94460466e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.62            	p               	3.88816693e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94644757e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.64            	p               	3.92262382e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94289851e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.66            	p               	3.99738580e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94853235e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.68            	p               	3.96336535e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413596e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.7             	p               	3.93023687e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94647496e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.72            	p               	3.90720350e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94535143e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.74            	p               	3.89805738e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94242836e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.76            	p               	3.91071314e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94824425e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.78            	p               	3.88985143e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94409269e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.8             	p               	3.94360808e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94779598e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.82            	p               	3.98769170e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94453455e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.84            	p               	3.95209527e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94299665e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.86            	p               	3.92142003e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94750546e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.88            	p               	3.90174898e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94366188e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.9             	p               	3.90124641e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94840847e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.92            	p               	3.89199622e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94416284e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.94            	p               	3.90718922e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94462036e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.96            	p               	3.97601819e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94643794e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
7.98            	p               	3.97173950e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94289295e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8               	p               	3.93666058e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94853210e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.02            	p               	3.90876657e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413591e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.04            	p               	3.90080198e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94648930e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.06            	p               	3.90747344e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94534346e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.08            	p               	3.89064989e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94242814e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.1             	p               	3.93850986e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94824013e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.12            	p               	3.98726978e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94409174e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.14            	p               	3.95336220e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94780293e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.16            	p               	3.91955479e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94452976e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.18            	p               	3.90330169e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94300672e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.2             	p               	3.89997217e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94749774e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.22            	p               	3.90240969e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94365650e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.24            	p               	3.92642815e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94841143e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.26            	p               	3.91695981e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94416165e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.28            	p               	3.91089003e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94463458e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.3             	p               	3.88753074e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94642911e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.32            	p               	3.89400715e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94288628e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.34            	p               	3.89651238e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94853088e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.36            	p               	3.89041701e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94413622e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.38            	p               	3.94352946e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94650305e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.4             	p               	3.99516995e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94533510e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.42            	p               	3.95753709e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94242811e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.44            	p               	3.92474654e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94823623e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.46            	p               	3.90210966e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94408976e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.48            	p               	3.89918542e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94781053e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.5             	p               	3.89715885e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94452513e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.52            	p               	3.89830735e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94301644e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.54            	p               	3.96092359e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94748986e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.56            	p               	3.97921089e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94365138e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.58            	p               	3.94327256e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94841421e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.6             	p               	3.91248105e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94416044e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.62            	p               	3.90108715e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94465051e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.64            	p               	3.90283024e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94641994e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.66            	p               	3.88853655e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94287974e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.68            	p               	3.92445157e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94853016e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.7             	p               	3.99248421e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413661e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.72            	p               	3.96097204e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94651656e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.74            	p               	3.92507725e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94532684e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.76            	p               	3.90461467e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94242796e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.78            	p               	3.89965819e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94823196e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.8             	p               	3.89681094e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94408769e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.82            	p               	3.89989086e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94781845e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.84            	p               	3.96338263e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94452016e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.86            	p               	3.98068813e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94302636e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.88            	p               	3.94410808e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94748189e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.9             	p               	3.91346846e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94364644e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.92            	p               	3.90368000e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94841683e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.94            	p               	3.90378214e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94415906e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.96            	p               	3.89012908e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94466704e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
8.98            	p               	3.93164306e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94641065e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9               	p               	3.98976845e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94287361e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.02            	p               	3.95531821e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94852970e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.04            	p               	3.91941166e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413732e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.06            	p               	3.90445659e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94652912e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.08            	p               	3.89852784e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94531893e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.1             	p               	3.89323162e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94242789e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.12            	p               	3.90704020e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94822734e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.14            	p               	3.98098213e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94408600e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.16            	p               	3.97132075e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94782613e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.18            	p               	3.93182356e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94451526e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.2             	p               	3.90872280e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94303548e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.22            	p               	3.89944829e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94747461e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.24            	p               	3.90835188e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94364036e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.26            	p               	3.89289464e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94841902e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.28            	p               	3.94599133e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94415793e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.3             	p               	3.98529188e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94468257e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.32            	p               	3.94665915e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94640117e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.34            	p               	3.91492428e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94286827e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.36            	p               	3.90257238e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94852938e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.38            	p               	3.89926604e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413726e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.4             	p               	3.89035006e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94654325e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.42            	p               	3.91766110e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94531113e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
