# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
3.14            	p               	3.94411338e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94836765e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.16            	p               	3.91223644e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94418321e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.18            	p               	3.90037872e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94440403e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.2             	p               	3.90366171e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94656759e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.22            	p               	3.88659830e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94298054e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.24            	p               	3.93149324e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94853794e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.26            	p               	3.99484994e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413190e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.28            	p               	3.96271406e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94629367e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.3             	p               	3.92700314e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94545880e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.32            	p               	3.90448303e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94243829e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.34            	p               	3.89674083e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94829601e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.36            	p               	3.89936310e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94411097e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.38            	p               	3.89090177e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94769252e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.4             	p               	3.90797798e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94460086e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.42            	p               	3.97598850e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94287852e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.44            	p               	3.98424399e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94760324e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.46            	p               	3.94524672e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94372968e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.48            	p               	3.91877510e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94837047e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.5             	p               	3.89973252e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94418163e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.52            	p               	3.89826980e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94441931e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.54            	p               	3.89841936e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94655810e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.56            	p               	3.89604948e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94297488e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.58            	p               	3.95350688e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94853803e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.6             	p               	3.98597446e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413184e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.62            	p               	3.95178310e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94630853e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.64            	p               	3.91978121e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94545064e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.66            	p               	3.90208684e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94243711e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.68            	p               	3.89937487e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94829232e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.7             	p               	3.89598135e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94411034e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.72            	p               	3.90062194e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94770004e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.74            	p               	3.95696358e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94459569e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.76            	p               	3.98090970e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94288753e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.78            	p               	3.94432427e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94759577e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.8             	p               	3.91363588e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94372459e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.82            	p               	3.90272969e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94837385e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.84            	p               	3.90013640e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94418005e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.86            	p               	3.89182854e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94443358e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.88            	p               	3.91627211e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94654918e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.9             	p               	3.99425900e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94296806e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.92            	p               	3.96664240e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94853715e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.94            	p               	3.92830676e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413213e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.96            	p               	3.90897402e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94632286e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
3.98            	p               	3.89842295e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94544206e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4               	p               	3.90874232e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94243611e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.02            	p               	3.89282057e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94828864e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.04            	p               	3.94139373e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94410889e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.06            	p               	3.98823518e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94770834e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.08            	p               	3.94921176e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94459058e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.1             	p               	3.91856591e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94289637e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.12            	p               	3.90321216e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94758818e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.14            	p               	3.89858787e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94371975e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.16            	p               	3.89147513e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94837710e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.18            	p               	3.90913631e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94417853e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.2             	p               	3.99376048e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94444902e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.22            	p               	3.96742544e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94654007e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.24            	p               	3.92766395e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94296118e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.26            	p               	3.90710779e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94853672e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.28            	p               	3.89451548e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413248e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.3             	p               	3.89733876e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94633705e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.32            	p               	3.89401647e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94543344e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.34            	p               	4.00124558e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94243515e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.36            	p               	3.95466252e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94828499e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.38            	p               	3.91091976e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94410709e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.4             	p               	3.89827705e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94771687e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.42            	p               	3.89292597e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94458532e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.44            	p               	3.90486766e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94290527e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.46            	p               	4.00637998e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94758048e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.48            	p               	3.95316894e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94371530e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.5             	p               	3.91356346e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94838010e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.52            	p               	3.89547550e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94417682e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.54            	p               	3.89551046e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94446524e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.56            	p               	3.90511631e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94653091e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.58            	p               	3.98868493e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94295485e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.6             	p               	3.94568869e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94853663e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.62            	p               	3.91056764e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413317e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.64            	p               	3.89676838e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94634994e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.66            	p               	3.88938848e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94542533e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.68            	p               	3.89207502e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94243409e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.7             	p               	3.90009587e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94828074e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.72            	p               	3.90150143e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94410579e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.74            	p               	3.90587402e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94772512e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.76            	p               	3.90071299e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94458002e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.78            	p               	3.89776650e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94291344e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.8             	p               	3.89401808e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94757356e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.82            	p               	3.89107944e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94370955e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.84            	p               	3.90823527e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94838275e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.86            	p               	3.88677575e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94417540e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.88            	p               	3.92035930e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94448057e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.9             	p               	3.98743324e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94652149e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.92            	p               	3.97420045e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94294926e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.94            	p               	3.93901354e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94853661e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.96            	p               	3.90971136e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413318e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
4.98            	p               	3.90016688e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94636457e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5               	p               	3.90179853e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94541732e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.02            	p               	3.88792608e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94243308e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.04            	p               	3.92631464e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94827687e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.06            	p               	3.99702643e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94410479e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.08            	p               	3.96749700e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94773285e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.1             	p               	3.92748112e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94457491e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.12            	p               	3.90580623e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94292262e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.14            	p               	3.89756427e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94756603e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.16            	p               	3.89670566e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94370413e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.18            	p               	3.89586076e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94838593e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.2             	p               	3.96369770e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94417387e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.22            	p               	3.97871338e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94449574e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.24            	p               	3.93756299e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94651216e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.26            	p               	3.90852500e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94294270e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.28            	p               	3.89921117e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94853595e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.3             	p               	3.90578053e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413339e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.32            	p               	3.88982456e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94637922e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.34            	p               	3.94497613e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94540876e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.36            	p               	3.98543061e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94243235e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.38            	p               	3.94600302e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94827295e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.4             	p               	3.91238758e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94410367e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.42            	p               	3.90095833e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94774063e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.44            	p               	3.90090509e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94456985e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.46            	p               	3.88755470e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94293206e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.48            	p               	3.92941922e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94755829e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.5             	p               	3.99092418e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94369899e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.52            	p               	3.95454572e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94838919e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.54            	p               	3.91804804e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94417249e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.56            	p               	3.90245791e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94451041e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.58            	p               	3.89906653e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94650318e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.6             	p               	3.88837489e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94293587e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.62            	p               	3.91446170e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94853507e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.64            	p               	3.99554991e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413367e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.66            	p               	3.96375951e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94639336e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.68            	p               	3.92578792e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94540016e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.7             	p               	3.90418878e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94243174e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.72            	p               	3.89893237e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94826941e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.74            	p               	3.89466017e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94410174e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.76            	p               	3.90154670e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94774874e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.78            	p               	3.97317176e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94456486e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.8             	p               	3.97353293e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94294111e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.82            	p               	3.93530221e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94755063e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.84            	p               	3.90751665e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94369463e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.86            	p               	3.89998938e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94839209e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.88            	p               	3.90677209e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94417090e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.9             	p               	3.89216011e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94452666e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.92            	p               	3.94925173e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94649410e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.94            	p               	3.98291958e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94292961e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.96            	p               	3.94517519e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94853485e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
5.98            	p               	3.91243010e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94413431e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6               	p               	3.90101627e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94640593e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.02            	p               	3.90177145e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94539223e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.04            	p               	3.88748969e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94243091e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.06            	p               	3.92738390e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94826500e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.08            	p               	3.99228827e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94410025e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.1             	p               	3.95804367e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94775689e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.12            	p               	3.92190250e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94455963e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.14            	p               	3.90372028e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94294980e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.16            	p               	3.89981502e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94754341e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.18            	p               	3.89109342e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94368893e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.2             	p               	3.90976030e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94839458e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.22            	p               	3.98899454e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94416960e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.24            	p               	3.96714812e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94454227e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.26            	p               	3.92928975e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94648463e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
6.28            	p               	3.90515209e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94292361e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
