# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
3.12            	p               	3.91916497e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95131170e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.14            	p               	3.92253831e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95132391e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.16            	p               	3.91697826e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95132486e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.18            	p               	3.91920426e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95131398e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.2             	p               	3.93147546e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95129761e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.22            	p               	3.95255926e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95128671e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.24            	p               	3.97303614e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95129162e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.26            	p               	3.97379767e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95131713e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.28            	p               	3.92746996e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95136036e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.3             	p               	3.91466793e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95141240e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.32            	p               	3.91574128e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95146235e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.34            	p               	3.90961487e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95150147e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.36            	p               	3.91519792e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95152551e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.38            	p               	3.93325058e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95153467e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.4             	p               	3.95974964e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95153198e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.42            	p               	3.98180971e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95152117e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.44            	p               	3.96778420e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95150525e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.46            	p               	3.92276270e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95148595e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.48            	p               	3.91385138e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95146391e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.5             	p               	3.91644281e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95143942e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.52            	p               	3.91259885e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95141333e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.54            	p               	3.91818893e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95138783e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.56            	p               	3.93323566e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95136622e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.58            	p               	3.95546449e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95135196e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.6             	p               	3.97575828e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95134727e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.62            	p               	3.97415777e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95135151e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.64            	p               	3.92368850e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95135982e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.66            	p               	3.90654311e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95136370e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.68            	p               	3.91988705e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95135405e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.7             	p               	3.91420436e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95132617e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.72            	p               	3.91641173e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95128364e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.74            	p               	3.92658263e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95123868e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.76            	p               	3.94538684e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95120774e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.78            	p               	3.96763805e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95120413e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.8             	p               	3.97919097e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95123141e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.82            	p               	3.93672884e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95128093e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.84            	p               	3.90402347e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95133490e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.86            	p               	3.91294935e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95137354e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.88            	p               	3.91147613e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95138416e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.9             	p               	3.91170467e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95136722e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.92            	p               	3.92013303e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133546e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.94            	p               	3.93757545e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95130733e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.96            	p               	3.96112021e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95129912e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
3.98            	p               	3.97931122e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95131939e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4               	p               	3.95950555e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95136720e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.02            	p               	3.91326532e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95143332e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.04            	p               	3.90478382e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95150331e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.06            	p               	3.91500801e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95156135e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.08            	p               	3.91236624e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95159425e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.1             	p               	3.91759829e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95159483e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.12            	p               	3.93090988e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95156385e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.14            	p               	3.95204286e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95150994e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.16            	p               	3.97410634e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95144745e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.18            	p               	3.98179452e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95139251e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.2             	p               	3.93099585e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95135802e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.22            	p               	3.90338300e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95134912e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.24            	p               	3.91838638e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95136116e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.26            	p               	3.91422858e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95138171e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.28            	p               	3.91560299e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95139583e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.3             	p               	3.92375349e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95139260e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.32            	p               	3.93986208e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95137001e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.34            	p               	3.96154220e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133544e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.36            	p               	3.97818246e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95130142e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.38            	p               	3.95720903e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95127887e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.4             	p               	3.91161994e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95127166e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.42            	p               	3.90285448e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95127547e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.44            	p               	3.91568122e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95128148e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.46            	p               	3.91269349e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95128243e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.48            	p               	3.91705217e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95127699e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.5             	p               	3.92866386e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95127003e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.52            	p               	3.94782336e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95126904e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.54            	p               	3.96867878e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95127930e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.56            	p               	3.97729275e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95130048e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.58            	p               	3.93388764e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95132679e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.6             	p               	3.90419328e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95135097e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.62            	p               	3.91527123e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95136888e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.64            	p               	3.91509765e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95138146e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.66            	p               	3.91556856e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95139339e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.68            	p               	3.92236318e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95140999e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.7             	p               	3.93676984e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95143427e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.72            	p               	3.95710389e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95146542e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.74            	p               	3.97418391e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95149901e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.76            	p               	3.96767636e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95152824e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.78            	p               	3.92027302e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95154580e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.8             	p               	3.90667087e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95154579e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.82            	p               	3.92235309e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95152561e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.84            	p               	3.91851230e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95148744e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.86            	p               	3.92071330e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95143861e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.88            	p               	3.92906087e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95139015e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.9             	p               	3.94479998e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95135354e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.92            	p               	3.96422617e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133695e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.94            	p               	3.97592598e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95134220e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.96            	p               	3.94697791e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95136324e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
4.98            	p               	3.91086562e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95138718e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5               	p               	3.91069230e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95139873e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.02            	p               	3.92080132e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95138668e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.04            	p               	3.91888290e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95134969e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.06            	p               	3.92215017e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95129790e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.08            	p               	3.93183053e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95124910e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.1             	p               	3.94842635e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95122092e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.12            	p               	3.96633030e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95122282e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.14            	p               	3.97298507e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95125184e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.16            	p               	3.93189389e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95129418e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.18            	p               	3.90574665e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95133167e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.2             	p               	3.91756502e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95134951e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.22            	p               	3.91867532e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95134228e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.24            	p               	3.91816468e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95131648e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.26            	p               	3.92312669e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95128759e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.28            	p               	3.93541355e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95127287e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.3             	p               	3.95392498e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95128384e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.32            	p               	3.97033262e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95132212e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.34            	p               	3.96856262e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95137983e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.36            	p               	3.92153321e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95144327e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.38            	p               	3.90689437e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95149770e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.4             	p               	3.92317407e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95153159e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.42            	p               	3.91858015e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95153949e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.44            	p               	3.91990107e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95152309e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.46            	p               	3.92764410e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95149055e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.48            	p               	3.94324043e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95145403e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.5             	p               	3.96309334e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95142600e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.52            	p               	3.97573955e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95141517e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.54            	p               	3.94911373e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95142314e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.56            	p               	3.91203039e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95144331e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.58            	p               	3.91100727e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95146293e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.6             	p               	3.92067100e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95146816e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.62            	p               	3.91861712e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95145007e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.64            	p               	3.92228543e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95140880e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.66            	p               	3.93300995e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95135417e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.68            	p               	3.95097481e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95130268e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.7             	p               	3.96981049e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95127106e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.72            	p               	3.97593165e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95126865e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.74            	p               	3.93021980e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95129219e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.76            	p               	3.90460607e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95132650e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.78            	p               	3.91851894e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95135136e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.8             	p               	3.91692216e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95135143e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.82            	p               	3.91725356e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95132367e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.84            	p               	3.92369234e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95127861e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.86            	p               	3.93775824e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95123518e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.88            	p               	3.95750415e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95121200e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.9             	p               	3.97328804e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95121932e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.92            	p               	3.96080717e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95125505e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.94            	p               	3.91633647e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95130619e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.96            	p               	3.90584633e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95135566e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
5.98            	p               	3.91983388e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95139033e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6               	p               	3.91605959e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95140556e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.02            	p               	3.91861017e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95140488e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.04            	p               	3.92810657e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95139661e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.06            	p               	3.94538438e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95139013e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.08            	p               	3.96559895e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95139311e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.1             	p               	3.97599480e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95140991e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.12            	p               	3.94096308e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95144047e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.14            	p               	3.90906667e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95147972e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.16            	p               	3.91497686e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95151827e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.18            	p               	3.91910017e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95154488e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.2             	p               	3.91811489e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95155022e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.22            	p               	3.92299987e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95153048e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
