# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
6.5875          	mag(U)          	4.45553372e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07725520e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
6.5875          	rho             	1.75042597e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	6.28433838e+00	(5.87500000e-01 7.12500000e-01 5.47066331e-17)	3
6.5875          	p               	1.25939824e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19967793e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
6.7186667       	mag(U)          	4.45290852e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07736817e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
6.7186667       	rho             	1.80022196e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	6.31024947e+00	(5.87500000e-01 7.12500000e-01 5.47066331e-17)	3
6.7186667       	p               	1.21464830e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19952387e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
6.8493333       	mag(U)          	4.45297741e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07729026e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
6.8493333       	rho             	2.01117924e-01	(6.62500000e-01 2.00000000e-01 -3.32488666e-19)	5	6.27074781e+00	(5.87500000e-01 7.12500000e-01 5.47066331e-17)	3
6.8493333       	p               	1.33993623e-01	(6.62500000e-01 2.12500000e-01 -6.98708067e-20)	5	1.19948915e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
6.98            	mag(U)          	4.45393618e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07709957e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
6.98            	rho             	2.09978013e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	6.15678994e+00	(5.87500000e-01 7.12500000e-01 5.47066331e-17)	3
6.98            	p               	1.47605818e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19971089e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
7.1093333       	mag(U)          	4.45471900e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07718281e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
7.1093333       	rho             	2.14608785e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	6.13063740e+00	(5.87500000e-01 7.12500000e-01 5.47066331e-17)	3
7.1093333       	p               	1.67019879e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19976078e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
7.24            	mag(U)          	4.45292101e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07732152e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
7.24            	rho             	1.79695381e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	6.06308512e+00	(5.87500000e-01 7.12500000e-01 5.47066331e-17)	3
7.24            	p               	1.33692097e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19971449e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
7.3725          	mag(U)          	4.45948273e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07735643e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
7.3725          	rho             	1.72796744e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	6.05416421e+00	(5.62500000e-01 7.12500000e-01 5.72775977e-17)	3
7.3725          	p               	1.21328950e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19946015e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
7.50375         	mag(U)          	4.45822394e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07732906e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
7.50375         	rho             	1.79394542e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	6.05221327e+00	(5.62500000e-01 7.12500000e-01 5.72775977e-17)	3
7.50375         	p               	1.27139660e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19959522e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
7.6346667       	mag(U)          	4.45526241e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07729689e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
7.6346667       	rho             	1.97256241e-01	(6.62500000e-01 2.12500000e-01 -6.98708067e-20)	5	6.10529207e+00	(5.62500000e-01 6.87500000e-01 -3.45011201e-17)	3
7.6346667       	p               	1.27412545e-01	(6.62500000e-01 2.12500000e-01 -6.98708067e-20)	5	1.19972516e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
7.7653333       	mag(U)          	4.45232406e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07739693e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
7.7653333       	rho             	2.26654101e-01	(7.12500000e-01 2.12500000e-01 5.31299220e-18)	5	6.19075363e+00	(5.62500000e-01 6.87500000e-01 -3.45011201e-17)	3
7.7653333       	p               	1.87784014e-01	(7.12500000e-01 2.12500000e-01 5.31299220e-18)	5	1.19951853e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
7.8973333       	mag(U)          	4.45765231e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07732586e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
7.8973333       	rho             	1.72724354e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	6.23610512e+00	(5.62500000e-01 6.87500000e-01 -3.45011201e-17)	3
7.8973333       	p               	1.15996252e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19937713e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
8.0306667       	mag(U)          	4.45835498e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07728024e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
8.0306667       	rho             	2.09353557e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	6.26159091e+00	(5.62500000e-01 6.87500000e-01 -3.45011201e-17)	3
8.0306667       	p               	1.43153739e-01	(6.62500000e-01 2.12500000e-01 -6.98708067e-20)	5	1.19955605e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
8.1626667       	mag(U)          	4.45669694e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07729993e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
8.1626667       	rho             	2.02041084e-01	(6.62500000e-01 2.12500000e-01 -6.98708067e-20)	5	6.25725180e+00	(5.62500000e-01 6.87500000e-01 -3.45011201e-17)	3
8.1626667       	p               	1.31708901e-01	(6.62500000e-01 2.12500000e-01 -6.98708067e-20)	5	1.19955626e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
8.2946667       	mag(U)          	4.45428276e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07726307e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
8.2946667       	rho             	2.32586635e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	6.21382168e+00	(5.62500000e-01 6.87500000e-01 -3.45011201e-17)	3
8.2946667       	p               	1.84223405e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19953719e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
8.4253333       	mag(U)          	4.45660689e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07704084e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
8.4253333       	rho             	2.01385176e-01	(6.87500000e-01 2.00000000e-01 -9.83009970e-19)	5	6.14842188e+00	(5.62500000e-01 6.87500000e-01 -3.45011201e-17)	3
8.4253333       	p               	1.44791926e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19955798e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
8.55625         	mag(U)          	4.45750963e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07698739e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
8.55625         	rho             	2.00227839e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	6.15576412e+00	(5.62500000e-01 6.87500000e-01 -3.45011201e-17)	3
8.55625         	p               	1.59978940e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19975332e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
8.6875          	mag(U)          	4.45639864e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07707413e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
8.6875          	rho             	1.76331319e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	6.08235181e+00	(5.62500000e-01 6.87500000e-01 -3.45011201e-17)	3
8.6875          	p               	1.23267290e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19973389e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
8.82            	mag(U)          	4.45678213e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07721467e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
8.82            	rho             	2.03181042e-01	(6.62500000e-01 2.12500000e-01 -6.98708067e-20)	5	6.01809639e+00	(5.62500000e-01 6.87500000e-01 -3.45011201e-17)	3
8.82            	p               	1.36351344e-01	(6.62500000e-01 2.12500000e-01 -6.98708067e-20)	5	1.19957405e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
8.9506667       	mag(U)          	4.45691519e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07704810e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
8.9506667       	rho             	2.16859668e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	5.98013651e+00	(5.62500000e-01 6.87500000e-01 -3.45011201e-17)	3
8.9506667       	p               	1.56614138e-01	(6.62500000e-01 2.12500000e-01 -6.98708067e-20)	5	1.19977075e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.0826667       	mag(U)          	4.45441620e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07707211e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
9.0826667       	rho             	1.77602196e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	5.96569531e+00	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.0826667       	p               	1.27423976e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19977317e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.2146667       	mag(U)          	4.45884806e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07723718e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
9.2146667       	rho             	2.17236520e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	5.96459310e+00	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.2146667       	p               	1.48550202e-01	(6.62500000e-01 2.12500000e-01 -6.98708067e-20)	5	1.19948630e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.3466667       	mag(U)          	4.45697408e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07725930e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
9.3466667       	rho             	2.08283894e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	5.96494103e+00	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.3466667       	p               	1.68613534e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19962192e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.4786667       	mag(U)          	4.45558116e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07718366e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
9.4786667       	rho             	2.16600463e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	5.96475814e+00	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.4786667       	p               	1.68428213e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19954827e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.61125         	mag(U)          	4.45650968e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07714932e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
9.61125         	rho             	1.79943107e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	5.96428653e+00	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.61125         	p               	1.29844290e-01	(6.87500000e-01 2.12500000e-01 5.59859916e-18)	5	1.19938430e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.7413333       	mag(U)          	4.45906364e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07701008e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
9.7413333       	rho             	1.95661795e-01	(7.12500000e-01 2.12500000e-01 5.31299220e-18)	5	5.96489793e+00	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.7413333       	p               	1.60470989e-01	(7.12500000e-01 2.12500000e-01 5.31299220e-18)	5	1.19958721e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.8733333       	mag(U)          	4.45537877e-02	(6.00000000e-01 1.25000000e-02 -1.15648232e-19)	1	3.07694256e+00	(3.12500000e-01 2.37500000e-01 3.32348122e-18)	0
9.8733333       	rho             	1.94381768e-01	(6.62500000e-01 2.12500000e-01 -6.98708067e-20)	5	5.96567486e+00	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
9.8733333       	p               	1.25531502e-01	(6.62500000e-01 2.12500000e-01 -6.98708067e-20)	5	1.19984158e+01	(5.87500000e-01 1.25000000e-02 3.08596063e-19)	1
