# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.76            	rho             	1.55398590e-02	(6.21875000e-01 2.00000000e-01 4.62592927e-19)	9	7.66261810e+00	(1.11562500e+00 9.96875000e-01 7.35747625e-17)	15
0.76            	p               	3.99442071e-03	(6.21875000e-01 2.03125000e-01 2.85105016e-20)	9	1.23828310e+01	(5.96875000e-01 3.12500000e-03 3.08596063e-19)	9
0.78            	mag(U)          	1.20484858e-02	(5.96875000e-01 0.00000000e+00 2.12503626e-18)	9	3.57898081e+00	(6.78125000e-01 2.15625000e-01 2.56755137e-18)	9
0.78            	rho             	1.30254268e-02	(6.34375000e-01 2.03125000e-01 -1.26490253e-20)	9	7.80575569e+00	(1.09687500e+00 9.96875000e-01 7.51056962e-17)	15
0.78            	p               	7.73726515e-03	(6.34375000e-01 2.03125000e-01 -1.26490253e-20)	9	1.26962389e+01	(1.09687500e+00 9.96875000e-01 7.51056962e-17)	15
0.8             	mag(U)          	1.00957187e-02	(5.96875000e-01 0.00000000e+00 2.12503626e-18)	9	3.56219134e+00	(6.59375000e-01 2.15625000e-01 2.61373035e-18)	9
0.8             	rho             	2.48076273e-02	(6.21875000e-01 2.03125000e-01 2.85105016e-20)	9	7.92258509e+00	(1.08437500e+00 9.96875000e-01 7.34854162e-17)	15
0.8             	p               	9.66840253e-03	(6.21875000e-01 2.03125000e-01 2.85105016e-20)	9	1.30244206e+01	(1.08437500e+00 9.96875000e-01 7.34854162e-17)	15
0.82            	mag(U)          	1.19593383e-02	(6.00000000e-01 3.12500000e-03 -4.33680869e-20)	9	3.63162987e+00	(6.71875000e-01 2.09375000e-01 -9.93249657e-19)	9
0.82            	rho             	1.64647841e-02	(6.21875000e-01 2.03125000e-01 2.85105016e-20)	9	8.05570482e+00	(1.07187500e+00 9.96875000e-01 2.96500784e-16)	15
0.82            	p               	4.66745161e-03	(6.21875000e-01 2.03125000e-01 2.85105016e-20)	9	1.34179866e+01	(1.07187500e+00 9.96875000e-01 2.96500784e-16)	15
0.84            	mag(U)          	1.15051596e-02	(5.96875000e-01 0.00000000e+00 2.12503626e-18)	9	3.53860494e+00	(6.90625000e-01 2.15625000e-01 4.13201495e-19)	9
0.84            	rho             	1.40477201e-02	(6.28125000e-01 2.03125000e-01 1.73110947e-18)	9	8.15166071e+00	(1.05937500e+00 9.96875000e-01 7.51056962e-17)	15
0.84            	p               	7.25207817e-03	(6.28125000e-01 2.03125000e-01 1.73110947e-18)	9	1.37009315e+01	(1.05937500e+00 9.96875000e-01 7.51056962e-17)	15
0.86            	mag(U)          	1.15782333e-02	(5.96875000e-01 0.00000000e+00 2.12503626e-18)	9	3.52658793e+00	(6.46875000e-01 2.15625000e-01 -3.26003531e-18)	9
0.86            	rho             	3.34353661e-02	(6.40625000e-01 2.03125000e-01 7.52570829e-17)	9	8.29944585e+00	(1.04687500e+00 9.96875000e-01 7.21181168e-17)	15
0.86            	p               	1.17748641e-02	(6.15625000e-01 2.03125000e-01 3.08596063e-19)	9	1.40863468e+01	(1.04687500e+00 9.96875000e-01 7.21181168e-17)	15
0.88            	mag(U)          	1.15090037e-02	(5.96875000e-01 0.00000000e+00 2.12503626e-18)	9	3.59574016e+00	(6.71875000e-01 2.09375000e-01 -9.93249657e-19)	9
0.88            	rho             	1.37251538e-02	(6.28125000e-01 2.03125000e-01 1.73110947e-18)	9	8.42298198e+00	(1.03437500e+00 9.96875000e-01 -2.03227674e-18)	15
0.88            	p               	3.92387623e-03	(6.21875000e-01 2.03125000e-01 2.85105016e-20)	9	1.44060196e+01	(1.03437500e+00 9.96875000e-01 -2.03227674e-18)	15
0.9             	mag(U)          	1.21294512e-02	(6.00000000e-01 3.12500000e-03 -4.33680869e-20)	9	3.48077780e+00	(6.71875000e-01 2.15625000e-01 -4.55766469e-20)	9
0.9             	rho             	1.56849005e-02	(6.28125000e-01 2.03125000e-01 1.73110947e-18)	9	8.49112023e+00	(1.02187500e+00 9.96875000e-01 7.35747625e-17)	15
0.9             	p               	8.07431812e-03	(6.28125000e-01 2.03125000e-01 1.73110947e-18)	9	1.45238411e+01	(1.02187500e+00 9.96875000e-01 7.35747625e-17)	15
0.92            	mag(U)          	1.19169029e-02	(6.00000000e-01 3.12500000e-03 -4.33680869e-20)	9	3.47140393e+00	(6.96875000e-01 2.15625000e-01 -2.91871240e-18)	9
0.92            	rho             	3.12334428e-02	(6.34375000e-01 2.03125000e-01 -1.26490253e-20)	9	8.61625008e+00	(1.01562500e+00 9.96875000e-01 3.67785470e-18)	15
