# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
2.28            	rho             	1.29108488e-02	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	7.29422354e+00	(7.17187500e-01 8.95312500e-01 1.22233756e-18)	0
2.28            	p               	5.61814012e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.36790375e+01	(7.17187500e-01 8.95312500e-01 1.22233756e-18)	0
2.3             	mag(U)          	5.07027935e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.36258908e+00	(6.42187500e-01 2.04687500e-01 1.46194222e-16)	6
2.3             	rho             	9.81398058e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	7.05152800e+00	(7.17187500e-01 8.92187500e-01 4.71427167e-19)	0
2.3             	p               	2.20314816e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.29313558e+01	(7.14062500e-01 8.95312500e-01 -3.77703912e-18)	0
2.32            	mag(U)          	5.13032735e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.43740782e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
2.32            	rho             	9.69979767e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	7.00362971e+00	(7.14062500e-01 8.89062500e-01 -2.92024233e-16)	0
2.32            	p               	3.98609084e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.31749116e+01	(7.10937500e-01 8.92187500e-01 -1.61967758e-18)	0
2.34            	mag(U)          	5.15169387e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.36920189e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
2.34            	rho             	1.14352180e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.98703014e+00	(7.14062500e-01 8.85937500e-01 2.98256589e-16)	0
2.34            	p               	2.31850438e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.30836525e+01	(7.10937500e-01 8.89062500e-01 -2.92320381e-16)	0
2.36            	mag(U)          	5.12066656e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.39448936e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
2.36            	rho             	6.84717232e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	7.19842301e+00	(7.07812500e-01 8.85937500e-01 -1.23117180e-18)	0
2.36            	p               	2.83542393e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.32385184e+01	(7.07812500e-01 8.85937500e-01 -1.23117180e-18)	0
2.38            	mag(U)          	5.07870511e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.40536547e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
2.38            	rho             	1.28517858e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	7.02045796e+00	(7.07812500e-01 8.82812500e-01 1.37131497e-19)	0
2.38            	p               	2.33857780e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.30667574e+01	(7.04687500e-01 8.85937500e-01 -1.34862704e-18)	0
2.4             	mag(U)          	5.16499916e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.33547793e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
2.4             	rho             	1.02165748e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.91694932e+00	(7.07812500e-01 8.79687500e-01 -1.90076703e-18)	0
2.4             	p               	3.75075565e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.30828218e+01	(7.01562500e-01 8.82812500e-01 1.45579841e-16)	0
2.42            	mag(U)          	5.15337108e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.41678825e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
2.42            	rho             	1.79355682e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	7.02796451e+00	(7.01562500e-01 8.79687500e-01 -1.46220123e-16)	0
2.42            	p               	5.21140410e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.29747594e+01	(7.01562500e-01 8.79687500e-01 -1.46220123e-16)	0
2.44            	mag(U)          	5.14482024e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.34082987e+00	(6.32812500e-01 2.10937500e-01 4.19224840e-19)	6
2.44            	rho             	9.43768438e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	7.11560982e+00	(6.98437500e-01 8.76562500e-01 -2.08849463e-18)	0
2.44            	p               	1.99625256e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.28299993e+01	(6.98437500e-01 8.76562500e-01 -2.08849463e-18)	0
2.46            	mag(U)          	4.91763538e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.36575840e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
2.46            	rho             	1.16245003e-02	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.96923664e+00	(6.95312500e-01 8.76562500e-01 -3.16627190e-19)	0
2.46            	p               	5.81720867e-03	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	1.32948264e+01	(6.95312500e-01 8.76562500e-01 -3.16627190e-19)	0
2.48            	mag(U)          	4.98133624e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.35829648e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
2.48            	rho             	1.06470450e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.94901959e+00	(6.98437500e-01 8.70312500e-01 -3.47085240e-18)	0
2.48            	p               	2.17555202e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.28328729e+01	(6.95312500e-01 8.73437500e-01 -2.90867349e-18)	0
2.5             	mag(U)          	4.75028278e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.40895868e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
2.5             	rho             	9.25877812e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	7.08485613e+00	(6.92187500e-01 8.70312500e-01 8.69369520e-20)	0
2.5             	p               	3.66709018e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.27831704e+01	(6.92187500e-01 8.70312500e-01 8.69369520e-20)	0
2.52            	mag(U)          	5.13444767e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.40892088e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
2.52            	rho             	1.18785753e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.97121458e+00	(6.92187500e-01 8.67187500e-01 -9.37634101e-20)	0
2.52            	p               	2.25719063e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.32559031e+01	(6.89062500e-01 8.70312500e-01 -1.60763089e-18)	0
2.54            	mag(U)          	4.91951810e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.41331191e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
2.54            	rho             	5.79377238e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.91269680e+00	(6.85937500e-01 8.67187500e-01 1.59478108e-18)	0
2.54            	p               	2.30853489e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.28535629e+01	(6.85937500e-01 8.67187500e-01 1.59478108e-18)	0
2.56            	mag(U)          	5.14113741e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.41786973e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
2.56            	rho             	1.31189084e-02	(6.14062500e-01 2.00000000e-01 5.34873072e-19)	6	7.05263508e+00	(6.85937500e-01 8.64062500e-01 -4.55164134e-19)	0
2.56            	p               	2.95895032e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.27165967e+01	(6.85937500e-01 8.64062500e-01 -4.55164134e-19)	0
2.58            	mag(U)          	5.13248382e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.39119450e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
2.58            	rho             	7.16848819e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.97013078e+00	(6.85937500e-01 8.60937500e-01 7.22399892e-19)	0
2.58            	p               	2.50503053e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.31942176e+01	(6.82812500e-01 8.64062500e-01 2.97656262e-16)	0
2.6             	mag(U)          	5.10625662e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.41044756e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
2.6             	rho             	1.57277403e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.91979171e+00	(6.85937500e-01 8.57812500e-01 -4.57171916e-19)	0
2.6             	p               	2.76732118e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.28128652e+01	(6.79687500e-01 8.60937500e-01 -2.98536474e-16)	0
2.62            	mag(U)          	5.13852523e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.31441305e+00	(6.39062500e-01 2.07812500e-01 3.35962129e-18)	6
2.62            	rho             	9.72578767e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	7.05439757e+00	(6.79687500e-01 8.57812500e-01 4.43113026e-16)	0
2.62            	p               	3.07058526e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.27121747e+01	(6.79687500e-01 8.57812500e-01 4.43113026e-16)	0
2.64            	mag(U)          	5.10646041e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.37589799e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
2.64            	rho             	1.45600542e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	6.92722495e+00	(6.79687500e-01 8.54687500e-01 -2.99637742e-16)	0
2.64            	p               	6.66399262e-03	(6.07812500e-01 2.01562500e-01 7.13208267e-17)	7	1.31517981e+01	(6.76562500e-01 8.57812500e-01 2.98477445e-16)	0
2.66            	mag(U)          	5.04808310e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.38193095e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
2.66            	rho             	9.84730344e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.89661910e+00	(6.79687500e-01 8.51562500e-01 -1.84113591e-19)	0
2.66            	p               	1.72532413e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.27505304e+01	(6.76562500e-01 8.54687500e-01 -2.92955844e-16)	0
2.68            	mag(U)          	5.01403284e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.35437879e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
2.68            	rho             	9.71709971e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	7.03229093e+00	(6.73437500e-01 8.51562500e-01 -1.68292271e-18)	0
2.68            	p               	5.33502868e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.26061447e+01	(6.73437500e-01 8.51562500e-01 -1.68292271e-18)	0
2.7             	mag(U)          	4.71430133e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.46129926e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
2.7             	rho             	1.19145722e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.86504433e+00	(6.76562500e-01 8.48437500e-01 1.46965211e-16)	0
2.7             	p               	2.35757434e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.29946391e+01	(6.70312500e-01 8.51562500e-01 -2.77314822e-18)	0
2.72            	mag(U)          	4.80765528e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.35539512e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
2.72            	rho             	7.56809325e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.98104211e+00	(6.70312500e-01 8.48437500e-01 1.22233756e-18)	0
2.72            	p               	3.18828372e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.27969042e+01	(6.70312500e-01 8.48437500e-01 1.22233756e-18)	0
2.74            	mag(U)          	4.66451858e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.43643923e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
2.74            	rho             	1.33048682e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.93105376e+00	(6.70312500e-01 8.45312500e-01 4.71427167e-19)	0
2.74            	p               	2.02710129e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.27354895e+01	(6.67187500e-01 8.48437500e-01 -3.77703912e-18)	0
2.76            	mag(U)          	4.96144959e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.31451277e+00	(6.42187500e-01 2.07812500e-01 1.46078775e-16)	6
2.76            	rho             	1.00849060e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.84074658e+00	(6.70312500e-01 8.42187500e-01 -1.66886823e-18)	0
2.76            	p               	3.65779494e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.26777449e+01	(6.64062500e-01 8.45312500e-01 -1.61967758e-18)	0
2.78            	mag(U)          	5.07229307e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.38728141e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
2.78            	rho             	1.71331894e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	7.09582423e+00	(6.64062500e-01 8.42187500e-01 -2.97787571e-16)	0
2.78            	p               	4.44816252e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.29038026e+01	(6.64062500e-01 8.42187500e-01 -2.97787571e-16)	0
2.8             	mag(U)          	4.99482700e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.36458758e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
2.8             	rho             	7.87185638e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.83699229e+00	(6.64062500e-01 8.39062500e-01 2.97189453e-16)	0
2.8             	p               	1.28817083e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.28049957e+01	(6.60937500e-01 8.42187500e-01 -3.71841190e-19)	0
2.82            	mag(U)          	4.99968770e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.33431867e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
2.82            	rho             	1.60189700e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.88875363e+00	(6.60937500e-01 8.39062500e-01 -4.57171916e-19)	0
2.82            	p               	5.47045676e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.27570095e+01	(6.60937500e-01 8.39062500e-01 -4.57171916e-19)	0
2.84            	mag(U)          	5.04060430e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.34694248e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
2.84            	rho             	9.65104617e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.89660943e+00	(6.57812500e-01 8.35937500e-01 1.51809988e-16)	0
2.84            	p               	1.49398150e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.26082429e+01	(6.57812500e-01 8.39062500e-01 -1.34862704e-18)	0
2.86            	mag(U)          	5.08771936e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.32885020e+00	(6.73437500e-01 2.10937500e-01 -3.27408978e-18)	3
2.86            	rho             	1.24787350e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.80583452e+00	(6.60937500e-01 8.32812500e-01 -1.90076703e-18)	0
2.86            	p               	5.85464639e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.23979611e+01	(6.54687500e-01 8.35937500e-01 1.45805717e-16)	0
2.88            	mag(U)          	5.10314052e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.41290958e+00	(6.32812500e-01 2.10937500e-01 4.19224840e-19)	6
2.88            	rho             	1.46517052e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	7.04566091e+00	(6.54687500e-01 8.32812500e-01 -1.46220123e-16)	0
2.88            	p               	2.56856473e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.29066396e+01	(6.54687500e-01 8.32812500e-01 -1.46220123e-16)	0
2.9             	mag(U)          	5.11311028e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.35289825e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
2.9             	rho             	8.32728722e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.83820166e+00	(6.54687500e-01 8.29687500e-01 -3.29517149e-18)	0
2.9             	p               	2.32358589e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.24580643e+01	(6.51562500e-01 8.32812500e-01 8.37847346e-19)	0
2.92            	mag(U)          	5.12747848e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.38495128e+00	(6.57812500e-01 2.07812500e-01 4.23240404e-19)	6
2.92            	rho             	1.60102796e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	6.97604879e+00	(6.51562500e-01 8.29687500e-01 -6.42891733e-19)	0
2.92            	p               	5.41610836e-03	(6.07812500e-01 2.01562500e-01 7.13208267e-17)	7	1.29691884e+01	(6.51562500e-01 8.29687500e-01 -6.42891733e-19)	0
2.94            	mag(U)          	5.01274042e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.35170348e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
2.94            	rho             	1.03542107e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.83995044e+00	(6.51562500e-01 8.26562500e-01 -2.22301601e-18)	0
2.94            	p               	2.21205697e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.25736777e+01	(6.48437500e-01 8.29687500e-01 -3.16627190e-19)	0
2.96            	mag(U)          	4.99575595e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.36677174e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
2.96            	rho             	1.04408135e-02	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.85257627e+00	(6.51562500e-01 8.23437500e-01 -1.84354525e-18)	0
2.96            	p               	6.10100377e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.25467275e+01	(6.48437500e-01 8.26562500e-01 -2.90867349e-18)	0
2.98            	mag(U)          	5.12969970e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.43375706e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
2.98            	rho             	1.10697733e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.86755528e+00	(6.45312500e-01 8.23437500e-01 8.69369520e-20)	0
2.98            	p               	2.11054164e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.25755333e+01	(6.45312500e-01 8.23437500e-01 8.69369520e-20)	0
3               	mag(U)          	5.13111970e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.35531357e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
3               	rho             	8.20280765e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.88661308e+00	(6.45312500e-01 8.20312500e-01 -9.37634101e-20)	0
3               	p               	3.67191755e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.23367346e+01	(6.45312500e-01 8.23437500e-01 8.69369520e-20)	0
3.02            	mag(U)          	5.13652243e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.44129043e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
3.02            	rho             	1.25938116e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.87321168e+00	(6.42187500e-01 8.20312500e-01 2.49225955e-18)	0
3.02            	p               	1.83999118e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.27827884e+01	(6.42187500e-01 8.20312500e-01 2.49225955e-18)	0
3.04            	mag(U)          	5.15135916e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.30637701e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
3.04            	rho             	1.04941613e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.95978811e+00	(6.42187500e-01 8.17187500e-01 3.06046180e-18)	0
3.04            	p               	4.05433740e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.24631560e+01	(6.42187500e-01 8.17187500e-01 3.06046180e-18)	0
3.06            	mag(U)          	5.12660725e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.40042759e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
3.06            	rho             	1.80508070e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.80726969e+00	(6.39062500e-01 8.17187500e-01 1.28658658e-18)	0
3.06            	p               	3.93662996e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.28110612e+01	(6.39062500e-01 8.17187500e-01 1.28658658e-18)	0
3.08            	mag(U)          	4.86319281e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.35528530e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
3.08            	rho             	7.60988526e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.96047979e+00	(6.39062500e-01 8.14062500e-01 1.41910018e-18)	0
3.08            	p               	1.33180482e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.25969934e+01	(6.39062500e-01 8.14062500e-01 1.41910018e-18)	0
3.1             	mag(U)          	5.06694733e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.32371927e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
3.1             	rho             	1.69254335e-02	(6.17187500e-01 2.00000000e-01 5.34873072e-19)	6	6.78806357e+00	(6.39062500e-01 8.10937500e-01 -1.71002776e-18)	0
3.1             	p               	5.24350664e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.26969166e+01	(6.35937500e-01 8.14062500e-01 -2.97667104e-16)	0
3.12            	mag(U)          	4.71320524e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.33041609e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
3.12            	rho             	9.65614621e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.89574243e+00	(6.35937500e-01 8.10937500e-01 2.97003733e-16)	0
3.12            	p               	1.32392152e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.25979283e+01	(6.35937500e-01 8.10937500e-01 2.97003733e-16)	0
3.14            	mag(U)          	5.10878126e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.31244093e+00	(6.73437500e-01 2.10937500e-01 -3.27408978e-18)	3
3.14            	rho             	1.16403920e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.79670981e+00	(6.35937500e-01 8.07812500e-01 -3.00363555e-16)	0
3.14            	p               	5.35311958e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.25140271e+01	(6.32812500e-01 8.10937500e-01 4.42381190e-16)	0
3.16            	mag(U)          	4.78629065e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.39021149e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
3.16            	rho             	1.59810920e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.80615147e+00	(6.32812500e-01 8.07812500e-01 -4.42752429e-16)	0
3.16            	p               	2.70378492e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.25409222e+01	(6.32812500e-01 8.07812500e-01 -4.42752429e-16)	0
3.18            	mag(U)          	5.11495652e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.35957217e+00	(6.48437500e-01 2.07812500e-01 3.60824491e-17)	6
3.18            	rho             	8.07809458e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.76041637e+00	(6.32812500e-01 8.04687500e-01 -1.47716924e-16)	0
3.18            	p               	1.74583351e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.24661948e+01	(6.29687500e-01 8.07812500e-01 -2.92955844e-16)	0
3.2             	mag(U)          	4.76293739e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.39860960e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
3.2             	rho             	1.40679601e-02	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.78358014e+00	(6.32812500e-01 8.01562500e-01 1.45556752e-16)	0
3.2             	p               	6.51786434e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.24763850e+01	(6.29687500e-01 8.04687500e-01 -1.51615033e-16)	0
3.22            	mag(U)          	5.08353688e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.32568953e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
3.22            	rho             	1.01257473e-02	(6.14062500e-01 2.00000000e-01 5.34873072e-19)	6	6.75396572e+00	(6.26562500e-01 8.01562500e-01 -3.41724463e-19)	0
3.22            	p               	2.36568079e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.22984474e+01	(6.26562500e-01 8.04687500e-01 1.22032978e-18)	0
3.24            	mag(U)          	4.78606205e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.37932834e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
3.24            	rho             	9.14510284e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.78248513e+00	(6.29687500e-01 7.98437500e-01 -1.81744409e-18)	0
3.24            	p               	4.55879575e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.25477788e+01	(6.26562500e-01 8.01562500e-01 -3.41724463e-19)	0
3.26            	mag(U)          	5.03957604e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.38120047e+00	(6.32812500e-01 2.10937500e-01 4.19224840e-19)	6
3.26            	rho             	1.15278076e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.72599278e+00	(6.23437500e-01 7.98437500e-01 -3.13454895e-18)	0
3.26            	p               	2.25333393e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.22988446e+01	(6.23437500e-01 7.98437500e-01 -3.13454895e-18)	0
3.28            	mag(U)          	4.69148022e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.35336913e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
3.28            	rho             	7.51790146e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.75386696e+00	(6.26562500e-01 7.95312500e-01 1.46398012e-16)	0
3.28            	p               	2.87908133e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.24771804e+01	(6.23437500e-01 7.98437500e-01 -3.13454895e-18)	0
3.3             	mag(U)          	4.89457173e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.37707058e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
