# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
7.44            	rho             	1.89113447e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.02125856e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.44            	p               	3.86362476e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20527180e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.46            	mag(U)          	5.29174359e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.37319250e+00	(6.42187500e-01 2.07812500e-01 1.46078775e-16)	6
7.46            	rho             	7.72336203e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.01931000e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.46            	p               	1.33131027e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20472468e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.48            	mag(U)          	5.18505177e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.31665695e+00	(6.45312500e-01 2.07812500e-01 -1.47568348e-16)	6
7.48            	rho             	1.25323545e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.01881047e+00	(5.92187500e-01 1.56250000e-03 1.75018340e-18)	7
7.48            	p               	5.29700302e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20458191e+01	(5.92187500e-01 1.56250000e-03 1.75018340e-18)	7
7.5             	mag(U)          	5.33023074e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.34893709e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
7.5             	rho             	1.10943642e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.02040857e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.5             	p               	2.14296454e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20503112e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.52            	mag(U)          	5.18134842e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.33289295e+00	(6.42187500e-01 2.07812500e-01 1.46078775e-16)	6
7.52            	rho             	7.57496867e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.01878127e+00	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
7.52            	p               	2.12938397e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20456713e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
7.54            	mag(U)          	5.32616059e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.32835394e+00	(6.76562500e-01 2.10937500e-01 -8.57322829e-20)	3
7.54            	rho             	1.53759035e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.01943824e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.54            	p               	2.80961219e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20475879e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.56            	mag(U)          	5.32214860e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.33347746e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
7.56            	rho             	7.95287209e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.01911498e+00	(5.89062500e-01 1.56250000e-03 3.79310138e-18)	7
7.56            	p               	1.37177520e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20466203e+01	(5.89062500e-01 1.56250000e-03 3.79310138e-18)	7
7.58            	mag(U)          	5.32415302e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.33314179e+00	(6.20312500e-01 2.07812500e-01 -4.22577836e-18)	6
7.58            	rho             	1.32605843e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	6.02218537e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.58            	p               	6.37407994e-03	(6.07812500e-01 2.01562500e-01 7.13208267e-17)	7	1.20552762e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.6             	mag(U)          	5.31243377e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.44326015e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
7.6             	rho             	1.00785877e-02	(6.14062500e-01 2.00000000e-01 5.34873072e-19)	6	6.01881528e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.6             	p               	1.71600170e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20458301e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.62            	mag(U)          	5.31781409e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.30177009e+00	(6.76562500e-01 2.10937500e-01 -8.57322829e-20)	3
7.62            	rho             	1.27867268e-02	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.02198343e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.62            	p               	5.97472902e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.20546973e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.64            	mag(U)          	5.31172536e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.39451478e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
7.64            	rho             	1.21622058e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.02031938e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.64            	p               	1.86531974e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20500262e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.66            	mag(U)          	5.32030920e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.32021729e+00	(6.42187500e-01 2.07812500e-01 1.46078775e-16)	6
7.66            	rho             	8.33184973e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.01983131e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.66            	p               	2.22698953e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20486468e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.68            	mag(U)          	5.31529080e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.33791922e+00	(6.57812500e-01 2.07812500e-01 4.23240404e-19)	6
7.68            	rho             	1.75214871e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.01925345e+00	(5.89062500e-01 1.56250000e-03 3.79310138e-18)	7
7.68            	p               	3.52740385e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20469925e+01	(5.89062500e-01 1.56250000e-03 3.79310138e-18)	7
7.7             	mag(U)          	5.31762917e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.35328425e+00	(6.39062500e-01 2.07812500e-01 3.35962129e-18)	6
7.7             	rho             	6.89130442e-03	(6.14062500e-01 2.00000000e-01 5.34873072e-19)	6	6.01898248e+00	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
7.7             	p               	1.00739664e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20462285e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
7.72            	mag(U)          	5.32081823e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.29521410e+00	(6.42187500e-01 2.07812500e-01 1.46078775e-16)	6
7.72            	rho             	1.46378681e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.02072864e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.72            	p               	4.60755264e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20511486e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.74            	mag(U)          	5.31944240e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.33964115e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
7.74            	rho             	1.00727114e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.01845509e+00	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
7.74            	p               	1.67736897e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20447443e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
7.76            	mag(U)          	5.32112163e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.30220822e+00	(6.73437500e-01 2.10937500e-01 -3.27408978e-18)	3
7.76            	rho             	1.27866547e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.02016784e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.76            	p               	5.82764352e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20495776e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.78            	mag(U)          	5.32243937e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.38526841e+00	(6.32812500e-01 2.10937500e-01 4.19224840e-19)	6
7.78            	rho             	1.52250002e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.01991765e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.78            	p               	2.36465497e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20488765e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.8             	mag(U)          	5.32224404e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.31888891e+00	(6.45312500e-01 2.04687500e-01 -1.52759468e-16)	6
7.8             	rho             	9.46867393e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.02041146e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.8             	p               	2.89405521e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20502594e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.82            	mag(U)          	5.31712810e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.36735791e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
7.82            	rho             	1.56556439e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	6.02078947e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.82            	p               	5.31062105e-03	(6.07812500e-01 2.01562500e-01 7.13208267e-17)	7	1.20513170e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.84            	mag(U)          	5.31474666e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.34129949e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
7.84            	rho             	1.03871876e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.01944972e+00	(5.95312500e-01 1.56250000e-03 -2.48061442e-19)	7
7.84            	p               	2.33672753e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20475509e+01	(5.95312500e-01 1.56250000e-03 -2.48061442e-19)	7
7.86            	mag(U)          	5.31245673e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.36854204e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
7.86            	rho             	9.56606354e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.02017053e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.86            	p               	5.33042537e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.20495719e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.88            	mag(U)          	5.30982295e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.41605840e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
7.88            	rho             	1.12617670e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.02012900e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.88            	p               	2.15004175e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20494497e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.9             	mag(U)          	5.30882772e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.34078231e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
7.9             	rho             	8.60043784e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.02136095e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.9             	p               	3.50617425e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.20528988e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.92            	mag(U)          	5.31328237e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.42883229e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
7.92            	rho             	1.36986531e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.02198305e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.92            	p               	1.91295656e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20546398e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.94            	mag(U)          	5.31603972e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.28931341e+00	(6.35937500e-01 2.10937500e-01 -2.57437783e-18)	6
7.94            	rho             	9.87424995e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.02344458e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.94            	p               	3.26496806e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20587360e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.96            	mag(U)          	5.24410446e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.37212677e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
7.96            	rho             	1.57054139e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	6.01953423e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.96            	p               	4.88216726e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20477798e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.98            	mag(U)          	5.24736516e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.32475245e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
7.98            	rho             	8.75564425e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.02334671e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
7.98            	p               	1.37943231e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20584709e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8               	mag(U)          	5.27102325e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.31431461e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
8               	rho             	1.22016332e-02	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.02181711e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8               	p               	6.12781857e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.20541907e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.02            	mag(U)          	5.18888776e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.33132913e+00	(6.32812500e-01 2.10937500e-01 4.19224840e-19)	6
8.02            	rho             	1.19382373e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.01846158e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.02            	p               	1.49168417e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20447915e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.04            	mag(U)          	5.33078982e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.33099932e+00	(6.85937500e-01 2.10937500e-01 7.97691709e-19)	3
8.04            	rho             	7.47720813e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.02126790e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.04            	p               	2.42749458e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20526539e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.06            	mag(U)          	5.33024812e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.39926061e+00	(6.29687500e-01 2.10937500e-01 8.17769528e-19)	6
8.06            	rho             	1.35202651e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.02004539e+00	(5.89062500e-01 1.56250000e-03 3.79310138e-18)	7
8.06            	p               	3.41720644e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20491585e+01	(5.89062500e-01 1.56250000e-03 3.79310138e-18)	7
8.08            	mag(U)          	5.32326015e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.39708408e+00	(6.48437500e-01 2.04687500e-01 -5.20417043e-19)	6
8.08            	rho             	6.32066521e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.01998466e+00	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
8.08            	p               	1.53858579e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20489353e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
8.1             	mag(U)          	5.32067239e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.38681954e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
8.1             	rho             	1.69688507e-02	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.02074691e+00	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
8.1             	p               	4.46993304e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20510780e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
8.12            	mag(U)          	5.31690087e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.33982352e+00	(6.45312500e-01 2.04687500e-01 -1.52759468e-16)	6
8.12            	rho             	9.64673465e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.02010820e+00	(5.89062500e-01 1.56250000e-03 3.79310138e-18)	7
8.12            	p               	2.27923695e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20493148e+01	(5.89062500e-01 1.56250000e-03 3.79310138e-18)	7
8.14            	mag(U)          	5.31210166e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.36487392e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
8.14            	rho             	9.72189526e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.02125034e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.14            	p               	4.95492575e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.20525576e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.16            	mag(U)          	5.31094995e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.36742539e+00	(6.32812500e-01 2.10937500e-01 4.19224840e-19)	6
8.16            	rho             	1.14841148e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.01869408e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.16            	p               	2.22222049e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20453872e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.18            	mag(U)          	5.31600137e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.35320919e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
8.18            	rho             	7.47489619e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.02181591e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.18            	p               	2.96587814e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20541317e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.2             	mag(U)          	5.32129093e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.39346610e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
8.2             	rho             	1.47585569e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.02378870e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.2             	p               	2.46496746e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20596609e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.22            	mag(U)          	5.32494928e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.31069080e+00	(6.45312500e-01 2.04687500e-01 -1.52759468e-16)	6
8.22            	rho             	9.57473959e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.02211477e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.22            	p               	2.84729554e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20549716e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.24            	mag(U)          	5.33612769e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.35437558e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
8.24            	rho             	1.47020966e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	6.02131741e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.24            	p               	6.05933982e-03	(6.07812500e-01 2.01562500e-01 7.13208267e-17)	7	1.20527388e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.26            	mag(U)          	5.33167534e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.30791410e+00	(6.32812500e-01 2.10937500e-01 4.19224840e-19)	6
8.26            	rho             	1.09535088e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.02036351e+00	(5.92187500e-01 1.56250000e-03 1.75018340e-18)	7
8.26            	p               	1.87225311e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20500625e+01	(5.92187500e-01 1.56250000e-03 1.75018340e-18)	7
8.28            	mag(U)          	5.23611781e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.35846830e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
8.28            	rho             	8.23393236e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.01799975e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.28            	p               	3.61079666e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.20434406e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.3             	mag(U)          	5.33470216e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.37006928e+00	(6.29687500e-01 2.10937500e-01 8.17769528e-19)	6
8.3             	rho             	1.26941869e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.02038018e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.3             	p               	2.68823042e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20501095e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.32            	mag(U)          	5.25269705e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.35851655e+00	(6.48437500e-01 2.07812500e-01 3.60824491e-17)	6
8.32            	rho             	6.91144324e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.01959522e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.32            	p               	1.87750155e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20479081e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.34            	mag(U)          	5.30463405e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.34985345e+00	(6.26562500e-01 2.07812500e-01 -2.55731168e-18)	6
8.34            	rho             	1.56255205e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.02423772e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.34            	p               	3.88698544e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20609183e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.36            	mag(U)          	5.33374055e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.39126062e+00	(6.42187500e-01 2.04687500e-01 1.46194222e-16)	6
8.36            	rho             	7.36845454e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.02160351e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.36            	p               	1.28134228e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20535390e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.38            	mag(U)          	5.33222976e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.39366954e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
8.38            	rho             	1.35009668e-02	(6.20312500e-01 2.00000000e-01 1.18539438e-18)	6	6.02541291e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.38            	p               	5.11421538e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20642225e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.4             	mag(U)          	5.33243020e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.34318327e+00	(6.42187500e-01 2.04687500e-01 1.46194222e-16)	6
8.4             	rho             	9.19302124e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.02080043e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.4             	p               	1.86844393e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20513026e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.42            	mag(U)          	5.33151081e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.38345420e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
8.42            	rho             	8.36650890e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.02299164e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.42            	p               	3.20530564e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20574503e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.44            	mag(U)          	5.32857504e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.33654605e+00	(6.29687500e-01 2.10937500e-01 8.17769528e-19)	6
8.44            	rho             	1.32599403e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.01898988e+00	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.44            	p               	2.47473239e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20462432e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
8.46            	mag(U)          	5.32810706e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.38239996e+00	(6.48437500e-01 2.07812500e-01 3.60824491e-17)	6
