# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
2.56            	mag(U)          	2.14024248e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07369453e+00	(3.56250000e-01 3.43750000e-01 5.51162206e-17)	14
2.56            	rho             	8.50994894e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	7.10537411e+00	(7.31250000e-01 9.06250000e-01 -3.60892755e-17)	8
2.56            	p               	3.34405794e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.33832438e+01	(7.31250000e-01 9.06250000e-01 -3.60892755e-17)	8
2.58            	mag(U)          	2.14285805e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07613895e+00	(3.31250000e-01 2.56250000e-01 4.98532221e-19)	14
2.58            	rho             	5.41153585e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.86538555e+00	(7.43750000e-01 8.93750000e-01 -3.59888864e-17)	8
2.58            	p               	3.38221812e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.29711289e+01	(7.31250000e-01 9.06250000e-01 -3.60892755e-17)	8
2.6             	mag(U)          	2.14275273e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.09806989e+00	(7.31250000e-01 2.18750000e-01 -3.74893018e-18)	11
2.6             	rho             	5.17511421e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.93613663e+00	(7.31250000e-01 8.93750000e-01 -1.11441327e-16)	8
2.6             	p               	2.04656752e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.25810558e+01	(7.31250000e-01 9.06250000e-01 -3.60892755e-17)	8
2.62            	mag(U)          	2.14356547e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08095220e+00	(3.31250000e-01 2.56250000e-01 4.98532221e-19)	14
2.62            	rho             	9.18744442e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.91885123e+00	(7.31250000e-01 8.93750000e-01 -1.11441327e-16)	8
2.62            	p               	5.00767080e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.25815398e+01	(7.18750000e-01 9.06250000e-01 -3.83209250e-17)	8
2.64            	mag(U)          	2.14502566e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08288125e+00	(3.31250000e-01 2.56250000e-01 4.98532221e-19)	14
2.64            	rho             	5.54805703e-02	(6.56250000e-01 2.00000000e-01 4.62592927e-19)	14	6.89993460e+00	(7.31250000e-01 8.93750000e-01 -1.11441327e-16)	8
2.64            	p               	3.14178760e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.27866758e+01	(7.18750000e-01 9.06250000e-01 -3.83209250e-17)	8
2.66            	mag(U)          	2.14915308e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08454213e+00	(3.31250000e-01 2.56250000e-01 4.98532221e-19)	14
2.66            	rho             	5.06546487e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	7.04081518e+00	(7.18750000e-01 8.93750000e-01 -1.46927866e-16)	8
2.66            	p               	2.07557224e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.29925921e+01	(7.18750000e-01 8.93750000e-01 -1.46927866e-16)	8
2.68            	mag(U)          	2.15209941e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08607619e+00	(3.31250000e-01 2.56250000e-01 4.98532221e-19)	14
2.68            	rho             	8.45751890e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	7.09886955e+00	(7.18750000e-01 8.93750000e-01 -1.46927866e-16)	8
2.68            	p               	4.28161710e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.32932794e+01	(7.18750000e-01 8.93750000e-01 -1.46927866e-16)	8
2.7             	mag(U)          	2.14826570e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08728420e+00	(3.31250000e-01 2.56250000e-01 4.98532221e-19)	14
2.7             	rho             	5.88710268e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.86864089e+00	(7.18750000e-01 8.93750000e-01 -1.46927866e-16)	8
2.7             	p               	3.49972233e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.29642929e+01	(7.18750000e-01 8.93750000e-01 -1.46927866e-16)	8
2.72            	mag(U)          	2.14495051e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08220347e+00	(3.56250000e-01 3.43750000e-01 5.51162206e-17)	14
2.72            	rho             	4.66754078e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.87485396e+00	(7.18750000e-01 8.81250000e-01 1.46067732e-16)	8
2.72            	p               	1.89755306e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.25682961e+01	(7.18750000e-01 8.93750000e-01 -1.46927866e-16)	8
2.74            	mag(U)          	2.14630116e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08247436e+00	(3.56250000e-01 3.43750000e-01 5.51162206e-17)	14
2.74            	rho             	9.94958796e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.87953267e+00	(7.18750000e-01 8.81250000e-01 1.46067732e-16)	8
2.74            	p               	4.37682345e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.24377589e+01	(7.06250000e-01 8.93750000e-01 -7.55783280e-17)	8
2.76            	mag(U)          	2.14619574e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08251641e+00	(3.56250000e-01 3.43750000e-01 5.51162206e-17)	14
2.76            	rho             	5.01847860e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.85334079e+00	(7.18750000e-01 8.81250000e-01 1.46067732e-16)	8
2.76            	p               	2.88374465e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.26631874e+01	(7.06250000e-01 8.93750000e-01 -7.55783280e-17)	8
2.78            	mag(U)          	2.14578676e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08376499e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
2.78            	rho             	5.31567907e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.94847317e+00	(7.06250000e-01 8.81250000e-01 7.37554629e-17)	8
2.78            	p               	2.19176968e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.26932742e+01	(7.06250000e-01 8.81250000e-01 7.37554629e-17)	8
2.8             	mag(U)          	2.14315837e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08525861e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
2.8             	rho             	7.72744179e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	7.04891316e+00	(7.06250000e-01 8.81250000e-01 7.37554629e-17)	8
2.8             	p               	5.29214981e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.30864697e+01	(7.06250000e-01 8.81250000e-01 7.37554629e-17)	8
2.82            	mag(U)          	2.14133612e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08647284e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
2.82            	rho             	4.91677270e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.99339187e+00	(7.06250000e-01 8.81250000e-01 7.37554629e-17)	8
2.82            	p               	2.34562395e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.31088319e+01	(7.06250000e-01 8.81250000e-01 7.37554629e-17)	8
2.84            	mag(U)          	2.14334408e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08745889e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
2.84            	rho             	7.34252261e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.77592641e+00	(7.06250000e-01 8.68750000e-01 -7.82446622e-17)	8
2.84            	p               	3.35346643e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.26662231e+01	(7.06250000e-01 8.81250000e-01 7.37554629e-17)	8
2.86            	mag(U)          	2.14372612e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08810480e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
2.86            	rho             	6.50455064e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.84852020e+00	(7.06250000e-01 8.68750000e-01 -7.82446622e-17)	8
2.86            	p               	4.33295050e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.23648661e+01	(7.06250000e-01 8.81250000e-01 7.37554629e-17)	8
2.88            	mag(U)          	2.14232163e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08841369e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
2.88            	rho             	4.77360319e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.84248052e+00	(7.06250000e-01 8.68750000e-01 -7.82446622e-17)	8
2.88            	p               	2.11865138e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.24315298e+01	(6.93750000e-01 8.81250000e-01 -7.42752776e-17)	8
2.9             	mag(U)          	2.14317813e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08860845e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
2.9             	rho             	6.44847273e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.81573272e+00	(7.06250000e-01 8.68750000e-01 -7.82446622e-17)	8
2.9             	p               	3.12819843e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.25846332e+01	(6.93750000e-01 8.81250000e-01 -7.42752776e-17)	8
2.92            	mag(U)          	2.14494785e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08882637e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
2.92            	rho             	6.07192582e-02	(6.43750000e-01 2.00000000e-01 1.01192203e-19)	14	6.95344725e+00	(6.93750000e-01 8.68750000e-01 7.36129104e-17)	8
2.92            	p               	3.18125474e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.27437334e+01	(6.93750000e-01 8.68750000e-01 7.36129104e-17)	8
2.94            	mag(U)          	2.14921908e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08896991e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
2.94            	rho             	8.73019479e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	7.01077020e+00	(6.93750000e-01 8.68750000e-01 7.36129104e-17)	8
2.94            	p               	5.38138203e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.30241420e+01	(6.93750000e-01 8.68750000e-01 7.36129104e-17)	8
2.96            	mag(U)          	2.14850641e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08898325e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
2.96            	rho             	4.75753921e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.93434385e+00	(6.93750000e-01 8.68750000e-01 7.36129104e-17)	8
2.96            	p               	2.26127699e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.29875856e+01	(6.93750000e-01 8.68750000e-01 7.36129104e-17)	8
2.98            	mag(U)          	2.14583343e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08890903e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
2.98            	rho             	8.86900689e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	6.75894253e+00	(6.93750000e-01 8.56250000e-01 7.52060853e-17)	8
2.98            	p               	3.52504384e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.25395019e+01	(6.93750000e-01 8.68750000e-01 7.36129104e-17)	8
3               	mag(U)          	2.15072237e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08894623e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3               	rho             	5.41199210e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.81445710e+00	(6.93750000e-01 8.56250000e-01 7.52060853e-17)	8
3               	p               	3.23696029e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.22870193e+01	(6.93750000e-01 8.68750000e-01 7.36129104e-17)	8
3.02            	mag(U)          	2.15508986e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08895267e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.02            	rho             	6.41631187e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.79823733e+00	(6.93750000e-01 8.56250000e-01 7.52060853e-17)	8
3.02            	p               	2.75653468e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.23062822e+01	(6.81250000e-01 8.68750000e-01 1.13700683e-18)	8
3.04            	mag(U)          	2.15847323e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08883095e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.04            	rho             	7.53120692e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.77600425e+00	(6.93750000e-01 8.56250000e-01 7.52060853e-17)	8
3.04            	p               	5.32310499e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.24786273e+01	(6.81250000e-01 8.68750000e-01 1.13700683e-18)	8
3.06            	mag(U)          	2.16223086e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08858745e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.06            	rho             	4.95878428e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.88065066e+00	(6.81250000e-01 8.56250000e-01 -3.40258782e-18)	8
3.06            	p               	2.07518051e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.25726654e+01	(6.81250000e-01 8.56250000e-01 -3.40258782e-18)	8
3.08            	mag(U)          	2.16593892e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08833213e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.08            	rho             	9.23058197e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.94947671e+00	(6.81250000e-01 8.56250000e-01 -3.40258782e-18)	8
3.08            	p               	5.81417929e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.28684394e+01	(6.81250000e-01 8.56250000e-01 -3.40258782e-18)	8
3.1             	mag(U)          	2.17137029e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08809243e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.1             	rho             	4.98875817e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.93512019e+00	(6.81250000e-01 8.56250000e-01 -3.40258782e-18)	8
3.1             	p               	2.50893998e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.29669563e+01	(6.81250000e-01 8.56250000e-01 -3.40258782e-18)	8
3.12            	mag(U)          	2.17509649e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08776525e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.12            	rho             	7.25061827e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.70400847e+00	(6.81250000e-01 8.56250000e-01 -3.40258782e-18)	8
3.12            	p               	3.18402991e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.26141195e+01	(6.81250000e-01 8.56250000e-01 -3.40258782e-18)	8
3.14            	mag(U)          	2.17872219e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08735558e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.14            	rho             	6.98272468e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.80237197e+00	(6.81250000e-01 8.43750000e-01 2.16840434e-20)	8
3.14            	p               	4.50147692e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.22710506e+01	(6.81250000e-01 8.56250000e-01 -3.40258782e-18)	8
3.16            	mag(U)          	2.18260657e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08696490e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.16            	rho             	6.01112405e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.78038008e+00	(6.81250000e-01 8.43750000e-01 2.16840434e-20)	8
3.16            	p               	2.83516750e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.21051043e+01	(6.81250000e-01 8.56250000e-01 -3.40258782e-18)	8
3.18            	mag(U)          	2.18557568e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08647149e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.18            	rho             	8.14618715e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.75937725e+00	(6.81250000e-01 8.43750000e-01 2.16840434e-20)	8
3.18            	p               	5.64462906e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.22303429e+01	(6.68750000e-01 8.56250000e-01 -3.84966059e-17)	8
3.2             	mag(U)          	2.18828704e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08597418e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.2             	rho             	4.73739150e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.76606231e+00	(6.68750000e-01 8.43750000e-01 -1.61164645e-18)	8
3.2             	p               	2.09575848e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.23215319e+01	(6.68750000e-01 8.43750000e-01 -1.61164645e-18)	8
3.22            	mag(U)          	2.19259685e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08547946e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.22            	rho             	7.87640874e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.84686731e+00	(6.68750000e-01 8.43750000e-01 -1.61164645e-18)	8
3.22            	p               	3.89729376e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.26039958e+01	(6.68750000e-01 8.43750000e-01 -1.61164645e-18)	8
3.24            	mag(U)          	2.19583046e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08492792e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.24            	rho             	5.49833888e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.86973649e+00	(6.68750000e-01 8.43750000e-01 -1.61164645e-18)	8
3.24            	p               	2.98379332e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.28072086e+01	(6.68750000e-01 8.43750000e-01 -1.61164645e-18)	8
3.26            	mag(U)          	2.19831680e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08428686e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.26            	rho             	7.57956966e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.83404302e+00	(6.68750000e-01 8.43750000e-01 -1.61164645e-18)	8
3.26            	p               	3.43332875e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.28474462e+01	(6.68750000e-01 8.43750000e-01 -1.61164645e-18)	8
3.28            	mag(U)          	2.19969775e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08096691e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.28            	rho             	6.45823751e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.72105170e+00	(6.68750000e-01 8.31250000e-01 3.91252424e-17)	8
3.28            	p               	4.23919963e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.24765486e+01	(6.68750000e-01 8.43750000e-01 -1.61164645e-18)	8
3.3             	mag(U)          	2.20010730e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07773420e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.3             	rho             	6.38147763e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.82699102e+00	(6.68750000e-01 8.31250000e-01 3.91252424e-17)	8
3.3             	p               	2.86886328e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.21767741e+01	(6.68750000e-01 8.43750000e-01 -1.61164645e-18)	8
3.32            	mag(U)          	2.19993182e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07509659e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.32            	rho             	7.29387755e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.80384785e+00	(6.68750000e-01 8.31250000e-01 3.91252424e-17)	8
3.32            	p               	4.99267839e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.21263786e+01	(6.68750000e-01 8.31250000e-01 3.91252424e-17)	8
3.34            	mag(U)          	2.19950987e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07249263e+00	(3.43750000e-01 3.06250000e-01 2.82755911e-18)	14
3.34            	rho             	5.02133946e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.74223050e+00	(6.68750000e-01 8.31250000e-01 3.91252424e-17)	8
3.34            	p               	1.90803092e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.21197034e+01	(6.68750000e-01 8.31250000e-01 3.91252424e-17)	8
3.36            	mag(U)          	2.19838428e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07052243e+00	(3.81250000e-01 4.18750000e-01 -5.56872337e-17)	14
3.36            	rho             	1.05274233e-01	(6.68750000e-01 2.06250000e-01 2.25473896e-19)	11	6.67292881e+00	(6.68750000e-01 8.31250000e-01 3.91252424e-17)	8
3.36            	p               	4.99354707e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.21165999e+01	(6.56250000e-01 8.31250000e-01 3.69377641e-17)	8
3.38            	mag(U)          	2.19698731e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07066077e+00	(3.81250000e-01 4.18750000e-01 -5.56872337e-17)	14
3.38            	rho             	5.01862494e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.69658016e+00	(6.56250000e-01 8.31250000e-01 3.69377641e-17)	8
3.38            	p               	2.83391272e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.23199105e+01	(6.56250000e-01 8.31250000e-01 3.69377641e-17)	8
3.4             	mag(U)          	2.19613505e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07935245e+00	(7.31250000e-01 2.18750000e-01 -3.74893018e-18)	11
3.4             	rho             	5.20269859e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.77651770e+00	(6.56250000e-01 8.31250000e-01 3.69377641e-17)	8
3.4             	p               	2.07896593e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.26507653e+01	(6.56250000e-01 8.31250000e-01 3.69377641e-17)	8
3.42            	mag(U)          	2.19569799e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07091755e+00	(3.81250000e-01 4.18750000e-01 -5.56872337e-17)	14
3.42            	rho             	7.40420335e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.76399607e+00	(6.56250000e-01 8.31250000e-01 3.69377641e-17)	8
3.42            	p               	4.08484176e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.27381375e+01	(6.56250000e-01 8.31250000e-01 3.69377641e-17)	8
3.44            	mag(U)          	2.19604083e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07104623e+00	(3.81250000e-01 4.18750000e-01 -5.56872337e-17)	14
3.44            	rho             	6.88532511e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.68066726e+00	(6.68750000e-01 8.18750000e-01 -4.19238895e-17)	8
3.44            	p               	4.03857664e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.25716671e+01	(6.56250000e-01 8.31250000e-01 3.69377641e-17)	8
3.46            	mag(U)          	2.19611723e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07113487e+00	(3.81250000e-01 4.18750000e-01 -5.56872337e-17)	14
3.46            	rho             	5.83918601e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.81096799e+00	(6.56250000e-01 8.18750000e-01 -3.88947490e-18)	8
3.46            	p               	3.30560895e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.23006232e+01	(6.56250000e-01 8.31250000e-01 3.69377641e-17)	8
3.48            	mag(U)          	2.19511361e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07120048e+00	(3.81250000e-01 4.18750000e-01 -5.56872337e-17)	14
3.48            	rho             	5.43745724e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.87615946e+00	(6.56250000e-01 8.18750000e-01 -3.88947490e-18)	8
3.48            	p               	2.24249299e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.22879069e+01	(6.56250000e-01 8.18750000e-01 -3.88947490e-18)	8
3.5             	mag(U)          	2.19549553e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07126948e+00	(3.81250000e-01 4.18750000e-01 -5.56872337e-17)	14
3.5             	rho             	7.80259164e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.80019185e+00	(6.56250000e-01 8.18750000e-01 -3.88947490e-18)	8
3.5             	p               	5.40134406e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.22358925e+01	(6.56250000e-01 8.18750000e-01 -3.88947490e-18)	8
3.52            	mag(U)          	2.19475321e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07129835e+00	(3.81250000e-01 4.18750000e-01 -5.56872337e-17)	14
3.52            	rho             	4.29753397e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.68827944e+00	(6.56250000e-01 8.18750000e-01 -3.88947490e-18)	8
3.52            	p               	1.62516057e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.21361563e+01	(6.56250000e-01 8.18750000e-01 -3.88947490e-18)	8
3.54            	mag(U)          	2.19470135e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07121907e+00	(3.81250000e-01 4.18750000e-01 -5.56872337e-17)	14
3.54            	rho             	9.73258540e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	6.55283562e+00	(6.56250000e-01 8.18750000e-01 -3.88947490e-18)	8
3.54            	p               	4.25051965e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20054855e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
3.56            	mag(U)          	2.19447056e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.07106983e+00	(3.81250000e-01 4.18750000e-01 -5.56872337e-17)	14
3.56            	rho             	4.98442452e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.55193165e+00	(6.43750000e-01 8.18750000e-01 3.93886634e-18)	8
3.56            	p               	2.78003689e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.21115664e+01	(6.43750000e-01 8.18750000e-01 3.93886634e-18)	8
