# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
5.3             	rho             	8.93469083e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	6.45389758e+00	(5.68750000e-01 7.18750000e-01 7.32745992e-17)	12
5.3             	p               	3.62063205e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20152594e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.32            	mag(U)          	2.19441304e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08103352e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.32            	rho             	4.81510998e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.44023077e+00	(5.68750000e-01 7.18750000e-01 7.32745992e-17)	12
5.32            	p               	2.71012084e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20144596e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.34            	mag(U)          	2.19493186e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.09264130e+00	(7.31250000e-01 2.18750000e-01 -3.74893018e-18)	11
5.34            	rho             	5.46027984e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.41431219e+00	(5.68750000e-01 7.18750000e-01 7.32745992e-17)	12
5.34            	p               	2.17605157e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20122067e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.36            	mag(U)          	2.19505743e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08105657e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.36            	rho             	7.31215303e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.37046550e+00	(5.68750000e-01 7.18750000e-01 7.32745992e-17)	12
5.36            	p               	4.45444375e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20094554e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.38            	mag(U)          	2.19417137e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08102738e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.38            	rho             	5.12019131e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.32729272e+00	(5.68750000e-01 7.06250000e-01 7.20187316e-17)	12
5.38            	p               	2.24998209e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20088096e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.4             	mag(U)          	2.19287904e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08099139e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.4             	rho             	8.75355490e-02	(6.68750000e-01 2.06250000e-01 2.25473896e-19)	11	6.38486693e+00	(5.68750000e-01 7.06250000e-01 7.20187316e-17)	12
5.4             	p               	6.23958603e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20111864e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.42            	mag(U)          	2.19215926e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08098336e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.42            	rho             	4.42328351e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.41891872e+00	(5.68750000e-01 7.06250000e-01 7.20187316e-17)	12
5.42            	p               	1.99536623e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20146399e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.44            	mag(U)          	2.19229061e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08102941e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.44            	rho             	7.02487148e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.44709785e+00	(5.68750000e-01 7.06250000e-01 7.20187316e-17)	12
5.44            	p               	3.10068540e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20165054e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.46            	mag(U)          	2.19295829e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08111133e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.46            	rho             	5.27872387e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.46221942e+00	(5.68750000e-01 7.06250000e-01 7.20187316e-17)	12
5.46            	p               	2.81212876e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20163185e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.48            	mag(U)          	2.19358534e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08118310e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.48            	rho             	7.69669839e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.43243940e+00	(5.68750000e-01 7.06250000e-01 7.20187316e-17)	12
5.48            	p               	3.32724641e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20156139e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.5             	mag(U)          	2.19441945e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08122425e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.5             	rho             	6.31041608e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.39187570e+00	(5.68750000e-01 7.06250000e-01 7.20187316e-17)	12
5.5             	p               	4.24409822e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20150862e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.52            	mag(U)          	2.19483790e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08124959e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.52            	rho             	4.98526445e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.33597448e+00	(5.68750000e-01 7.06250000e-01 7.20187316e-17)	12
5.52            	p               	2.10482559e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20139987e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.54            	mag(U)          	2.19435916e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08127087e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.54            	rho             	6.83315653e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.26704708e+00	(5.68750000e-01 7.06250000e-01 7.20187316e-17)	12
5.54            	p               	3.98323268e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20119530e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.56            	mag(U)          	2.19345885e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08127595e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.56            	rho             	5.13315726e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.23839047e+00	(5.68750000e-01 7.06250000e-01 7.20187316e-17)	12
5.56            	p               	2.18499378e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20099253e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.58            	mag(U)          	2.19297200e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08125932e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.58            	rho             	8.45723325e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.22049284e+00	(5.68750000e-01 7.06250000e-01 7.20187316e-17)	12
5.58            	p               	5.99688396e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20096870e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.6             	mag(U)          	2.19278710e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08122997e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.6             	rho             	4.21524276e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.19057158e+00	(5.68750000e-01 7.06250000e-01 7.20187316e-17)	12
5.6             	p               	1.59772002e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20117739e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.62            	mag(U)          	2.19286554e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08121240e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.62            	rho             	7.72043678e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.16003418e+00	(5.68750000e-01 7.06250000e-01 7.20187316e-17)	12
5.62            	p               	3.11269793e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20145932e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.64            	mag(U)          	2.19303001e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08122714e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.64            	rho             	6.32021082e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.16349867e+00	(5.68750000e-01 6.93750000e-01 -7.54156977e-17)	12
5.64            	p               	4.19708125e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20159763e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.66            	mag(U)          	2.19297411e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08127585e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.66            	rho             	5.72017459e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.17706587e+00	(5.68750000e-01 6.93750000e-01 -7.54156977e-17)	12
5.66            	p               	2.90918128e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20157418e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.68            	mag(U)          	2.19348895e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08134263e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.68            	rho             	6.29182495e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.20806251e+00	(5.68750000e-01 6.93750000e-01 -7.54156977e-17)	12
5.68            	p               	3.76652755e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20151097e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.7             	mag(U)          	2.19448675e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08141080e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.7             	rho             	6.02976177e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.21828328e+00	(5.68750000e-01 6.93750000e-01 -7.54156977e-17)	12
5.7             	p               	2.48201402e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20145480e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.72            	mag(U)          	2.19434246e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08147492e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.72            	rho             	7.73121939e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.24590695e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.72            	p               	5.48844757e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20137699e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.74            	mag(U)          	2.19346156e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08149850e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.74            	rho             	3.97661506e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.31553529e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.74            	p               	1.41272707e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20124237e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.76            	mag(U)          	2.19300311e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08145968e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.76            	rho             	8.83909478e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.36896316e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.76            	p               	3.88935643e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20107711e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.78            	mag(U)          	2.19324281e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08139136e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.78            	rho             	4.89051532e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.40791514e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.78            	p               	2.48089825e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20101902e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.8             	mag(U)          	2.19350172e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08134189e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.8             	rho             	7.37153969e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.43527561e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.8             	p               	3.14518279e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20115530e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.82            	mag(U)          	2.19320272e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08132381e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.82            	rho             	6.58244780e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.45216163e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.82            	p               	4.47112521e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20140224e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.84            	mag(U)          	2.19291642e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08134177e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.84            	rho             	5.36973246e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.44943048e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.84            	p               	2.48011891e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20156267e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.86            	mag(U)          	2.19268950e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08767255e+00	(7.18750000e-01 2.18750000e-01 -2.04191409e-19)	11
5.86            	rho             	6.51148591e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.44785315e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.86            	p               	4.13025693e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20158401e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.88            	mag(U)          	2.19286603e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08148445e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.88            	rho             	5.47205411e-02	(6.43750000e-01 2.00000000e-01 1.01192203e-19)	14	6.41380903e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.88            	p               	2.23850982e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20156078e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.9             	mag(U)          	2.19378266e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08155978e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.9             	rho             	8.15982021e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.34659196e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.9             	p               	5.75302663e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20153056e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.92            	mag(U)          	2.19450012e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08159068e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.92            	rho             	4.15349681e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.29859692e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.92            	p               	1.47177700e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20144044e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.94            	mag(U)          	2.19445580e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08156051e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.94            	rho             	8.86934756e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	6.26566668e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.94            	p               	3.60404551e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20125119e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.96            	mag(U)          	2.19396474e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08148901e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
5.96            	rho             	4.99670176e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.21435955e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.96            	p               	2.96934579e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20103918e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
5.98            	mag(U)          	2.19347451e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.09858618e+00	(7.31250000e-01 2.18750000e-01 -3.74893018e-18)	11
5.98            	rho             	4.89846763e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.15432398e+00	(5.56250000e-01 6.93750000e-01 -2.58401518e-19)	12
5.98            	p               	1.92214238e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20096437e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6               	mag(U)          	2.19320724e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08138170e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6               	rho             	6.96336078e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.14226600e+00	(5.56250000e-01 6.81250000e-01 -3.94970836e-18)	12
6               	p               	3.81327072e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20111819e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.02            	mag(U)          	2.19292108e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08139121e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.02            	rho             	5.89433485e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.16226302e+00	(5.56250000e-01 6.81250000e-01 -3.94970836e-18)	12
6.02            	p               	2.95170275e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20139391e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.04            	mag(U)          	2.19251643e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08144102e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.04            	rho             	7.66945663e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.17404797e+00	(5.56250000e-01 6.81250000e-01 -3.94970836e-18)	12
6.04            	p               	5.07308776e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20159552e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.06            	mag(U)          	2.19265435e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08151449e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.06            	rho             	4.48864034e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.17270582e+00	(5.56250000e-01 6.81250000e-01 -3.94970836e-18)	12
6.06            	p               	1.72338431e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20163043e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.08            	mag(U)          	2.19327581e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08158265e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.08            	rho             	1.02630889e-01	(6.68750000e-01 2.06250000e-01 2.25473896e-19)	11	6.15764647e+00	(5.56250000e-01 6.81250000e-01 -3.94970836e-18)	12
6.08            	p               	5.34611376e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20157896e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.1             	mag(U)          	2.19392389e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08162542e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.1             	rho             	4.33239796e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.14544338e+00	(5.56250000e-01 6.81250000e-01 -3.94970836e-18)	12
6.1             	p               	1.88143947e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20152988e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.12            	mag(U)          	2.19444745e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08163912e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.12            	rho             	7.67153339e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.13297527e+00	(5.56250000e-01 6.81250000e-01 -3.94970836e-18)	12
6.12            	p               	2.84287485e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20145136e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.14            	mag(U)          	2.19513287e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08162152e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.14            	rho             	5.68227433e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.15742623e+00	(5.43750000e-01 6.81250000e-01 2.17402613e-18)	12
6.14            	p               	3.71203439e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20125672e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.16            	mag(U)          	2.19485706e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08194999e+00	(7.31250000e-01 2.18750000e-01 -3.74893018e-18)	11
6.16            	rho             	4.50602209e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.19535260e+00	(5.43750000e-01 6.81250000e-01 2.17402613e-18)	12
6.16            	p               	1.64080336e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20101255e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.18            	mag(U)          	2.19380843e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08151806e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.18            	rho             	9.63202383e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.22675751e+00	(5.43750000e-01 6.81250000e-01 2.17402613e-18)	12
6.18            	p               	4.32899197e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20091726e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.2             	mag(U)          	2.19276296e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08147933e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.2             	rho             	5.24535559e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.25177726e+00	(5.43750000e-01 6.81250000e-01 2.17402613e-18)	12
6.2             	p               	3.08474865e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20108302e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.22            	mag(U)          	2.19208219e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08147663e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.22            	rho             	5.82114987e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.27894347e+00	(5.43750000e-01 6.81250000e-01 2.17402613e-18)	12
6.22            	p               	2.79576043e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20139918e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.24            	mag(U)          	2.19228353e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08150938e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.24            	rho             	6.91658220e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.30030207e+00	(5.43750000e-01 6.81250000e-01 2.17402613e-18)	12
6.24            	p               	4.46714463e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20162413e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.26            	mag(U)          	2.19297003e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08156413e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.26            	rho             	5.04240880e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.30610781e+00	(5.43750000e-01 6.81250000e-01 2.17402613e-18)	12
6.26            	p               	2.11758351e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20164782e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.28            	mag(U)          	2.19359733e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08161683e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.28            	rho             	9.02405671e-02	(6.68750000e-01 2.06250000e-01 2.25473896e-19)	11	6.31057827e+00	(5.43750000e-01 6.81250000e-01 2.17402613e-18)	12
6.28            	p               	6.57116295e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20157972e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.3             	mag(U)          	2.19407990e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08165031e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
6.3             	rho             	4.40395939e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.31504492e+00	(5.43750000e-01 6.81250000e-01 2.17402613e-18)	12
6.3             	p               	2.08315171e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20152644e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
6.32            	mag(U)          	2.19437073e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08166378e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
